student_id,gender,adult_learner_flag,family_support_flag,dependents_flag,mobile_contactable_flag,multi_channel_contact_flag,digital_access_type,enrollment_commitment_type,digital_self_service_flag,payment_plan_type,monthly_student_bill,actual_dropout_flag
CRM-00731,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,87.25,1
CRM-00732,Male,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,20.35,0
CRM-00733,Male,0,1,1,1,0,High bandwidth,Open enrollment,1,Electronic check,75.5,0
CRM-00734,Female,0,1,1,1,1,High bandwidth,Multi-year commitment,0,Bank transfer (automatic),79.05,0
CRM-00735,Female,0,1,0,1,1,High bandwidth,Open enrollment,0,Bank transfer (automatic),90.15,0
CRM-00736,Male,0,1,1,0,0,Standard bandwidth,Open enrollment,0,Credit card (automatic),50.6,0
CRM-00737,Female,0,0,0,1,1,High bandwidth,Annual commitment,0,Credit card (automatic),110.45,0
CRM-00738,Male,0,1,0,1,0,High bandwidth,Multi-year commitment,0,Credit card (automatic),101.0,0
CRM-00739,Male,1,0,0,1,1,High bandwidth,Open enrollment,1,Bank transfer (automatic),79.35,0
CRM-00740,Female,1,1,0,1,1,Standard bandwidth,Multi-year commitment,1,Bank transfer (automatic),89.85,0
CRM-00741,Female,0,0,0,1,1,Standard bandwidth,Multi-year commitment,1,Mailed check,65.0,0
CRM-00742,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,80.45,0
CRM-00743,Male,0,0,0,1,1,High bandwidth,Open enrollment,0,Electronic check,98.55,1
CRM-00744,Female,0,1,1,1,1,Limited access,Multi-year commitment,1,Mailed check,24.1,0
CRM-00745,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Credit card (automatic),44.05,0
CRM-00746,Female,1,1,0,1,1,High bandwidth,Multi-year commitment,1,Credit card (automatic),110.8,0
CRM-00747,Male,1,1,1,1,1,High bandwidth,Multi-year commitment,1,Bank transfer (automatic),114.95,0
CRM-00748,Female,1,0,0,1,0,High bandwidth,Open enrollment,0,Mailed check,75.05,0
CRM-00749,Male,0,1,0,1,0,Limited access,Multi-year commitment,0,Mailed check,19.25,0
CRM-00750,Female,0,0,0,1,0,High bandwidth,Annual commitment,1,Credit card (automatic),90.05,0
CRM-00751,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Mailed check,56.7,0
CRM-00752,Male,0,1,1,1,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),80.15,0
CRM-00753,Male,0,1,1,1,0,Standard bandwidth,Open enrollment,1,Credit card (automatic),71.35,0
CRM-00754,Male,0,0,1,1,0,Limited access,Multi-year commitment,0,Mailed check,20.25,0
CRM-00755,Female,0,1,0,1,0,High bandwidth,Open enrollment,0,Electronic check,90.35,0
CRM-00756,Male,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,98.55,1
CRM-00757,Male,0,0,0,1,0,Limited access,Multi-year commitment,0,Bank transfer (automatic),19.7,0
CRM-00758,Female,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,19.85,0
CRM-00759,Female,0,0,1,1,0,High bandwidth,Open enrollment,1,Bank transfer (automatic),85.9,1
CRM-00760,Female,0,1,1,1,1,High bandwidth,Multi-year commitment,1,Bank transfer (automatic),90.35,0
CRM-00761,Male,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,20.8,0
CRM-00762,Female,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,89.25,1
CRM-00763,Male,0,1,0,1,0,High bandwidth,Open enrollment,1,Electronic check,70.3,1
CRM-00764,Female,0,1,1,1,1,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),66.85,0
CRM-00765,Male,0,1,1,1,0,Limited access,Multi-year commitment,0,Mailed check,19.9,0
CRM-00766,Female,0,0,0,0,0,Standard bandwidth,Open enrollment,1,Mailed check,35.8,0
CRM-00767,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Mailed check,78.85,0
CRM-00768,Male,0,0,0,1,0,Limited access,Annual commitment,0,Bank transfer (automatic),20.4,0
CRM-00769,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,74.25,0
CRM-00770,Male,0,1,0,1,0,Standard bandwidth,Annual commitment,0,Mailed check,64.8,0
CRM-00771,Male,0,0,0,1,0,Limited access,Open enrollment,1,Credit card (automatic),20.45,0
CRM-00772,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,93.35,1
CRM-00773,Female,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,19.9,1
CRM-00774,Female,0,1,0,1,0,High bandwidth,Open enrollment,1,Mailed check,88.9,1
CRM-00775,Male,0,1,0,1,0,High bandwidth,Annual commitment,1,Electronic check,95.8,1
CRM-00776,Female,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Credit card (automatic),110.65,0
CRM-00777,Female,0,1,1,0,0,Standard bandwidth,Open enrollment,0,Mailed check,40.3,0
CRM-00778,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,82.0,1
CRM-00779,Female,0,1,0,1,1,High bandwidth,Annual commitment,1,Credit card (automatic),107.0,0
CRM-00780,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Electronic check,45.35,1
CRM-00781,Male,0,1,1,1,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),73.35,0
CRM-00782,Female,0,1,1,1,0,Standard bandwidth,Open enrollment,0,Mailed check,44.8,0
CRM-00783,Male,0,1,1,1,0,Standard bandwidth,Open enrollment,1,Credit card (automatic),54.75,0
CRM-00784,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Electronic check,52.2,1
CRM-00785,Male,0,0,1,0,0,Standard bandwidth,Annual commitment,1,Bank transfer (automatic),40.6,0
CRM-00786,Female,1,0,0,1,1,High bandwidth,Annual commitment,1,Electronic check,110.0,1
CRM-00787,Male,0,1,1,1,1,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),55.3,0
CRM-00788,Female,0,1,0,1,1,Standard bandwidth,Open enrollment,1,Bank transfer (automatic),60.85,0
CRM-00789,Female,0,1,1,1,1,Standard bandwidth,Annual commitment,0,Electronic check,78.4,0
CRM-00790,Male,0,0,0,1,1,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),69.65,0
CRM-00791,Female,0,1,1,0,0,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),59.85,0
CRM-00792,Male,0,0,0,1,1,Standard bandwidth,Annual commitment,1,Credit card (automatic),76.9,0
CRM-00793,Female,0,1,1,1,0,Limited access,Multi-year commitment,1,Mailed check,19.85,0
CRM-00794,Female,0,0,1,1,0,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),67.65,0
CRM-00795,Female,0,0,0,0,0,Standard bandwidth,Open enrollment,0,Credit card (automatic),45.0,0
CRM-00796,Male,0,1,0,1,0,Standard bandwidth,Open enrollment,1,Mailed check,64.2,0
CRM-00797,Male,0,0,0,1,1,High bandwidth,Annual commitment,0,Credit card (automatic),81.7,0
CRM-00798,Female,0,1,1,1,1,Limited access,Open enrollment,1,Bank transfer (automatic),25.55,0
CRM-00799,Female,0,1,1,1,0,Limited access,Open enrollment,0,Electronic check,20.0,0
CRM-00800,Male,0,0,0,1,1,High bandwidth,Annual commitment,1,Electronic check,96.75,1
CRM-00801,Female,1,1,0,1,1,High bandwidth,Multi-year commitment,1,Credit card (automatic),75.65,0
CRM-00802,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,98.5,1
CRM-00803,Male,0,1,1,1,1,Limited access,Multi-year commitment,1,Mailed check,23.8,0
CRM-00804,Female,0,1,0,1,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),64.2,0
CRM-00805,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,85.35,1
CRM-00806,Female,0,1,1,1,1,Standard bandwidth,Multi-year commitment,1,Bank transfer (automatic),76.8,0
CRM-00807,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Credit card (automatic),55.2,0
CRM-00808,Male,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Credit card (automatic),108.55,0
CRM-00809,Male,0,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,101.3,1
CRM-00810,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,69.55,1
CRM-00811,Male,0,0,0,1,1,High bandwidth,Annual commitment,1,Bank transfer (automatic),103.25,1
CRM-00812,Male,0,0,0,1,1,High bandwidth,Multi-year commitment,1,Credit card (automatic),104.0,1
CRM-00813,Female,0,1,0,1,1,Limited access,Multi-year commitment,0,Electronic check,25.25,0
CRM-00814,Male,0,1,1,0,0,Standard bandwidth,Annual commitment,0,Bank transfer (automatic),30.4,0
CRM-00815,Male,1,0,0,1,0,Limited access,Open enrollment,0,Bank transfer (automatic),20.05,0
CRM-00816,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Mailed check,84.6,0
CRM-00817,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Mailed check,86.2,1
CRM-00818,Female,0,1,1,1,0,High bandwidth,Annual commitment,1,Bank transfer (automatic),103.7,0
CRM-00819,Male,0,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,111.2,1
CRM-00820,Male,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Credit card (automatic),88.0,0
CRM-00821,Female,0,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,106.35,0
CRM-00822,Male,0,1,1,1,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),79.15,0
CRM-00823,Male,0,0,0,1,1,High bandwidth,Annual commitment,1,Electronic check,103.1,0
CRM-00824,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Credit card (automatic),63.95,0
CRM-00825,Female,0,0,0,1,1,Limited access,Multi-year commitment,1,Credit card (automatic),25.8,0
CRM-00826,Female,0,1,1,1,0,High bandwidth,Open enrollment,1,Credit card (automatic),89.45,1
CRM-00827,Male,1,1,0,1,1,High bandwidth,Open enrollment,1,Bank transfer (automatic),95.6,1
CRM-00828,Female,0,1,1,1,1,Limited access,Open enrollment,0,Mailed check,25.55,0
CRM-00829,Male,0,1,1,1,0,High bandwidth,Annual commitment,0,Electronic check,90.95,1
CRM-00830,Male,0,1,1,0,0,Standard bandwidth,Open enrollment,1,Electronic check,44.85,0
CRM-00831,Female,0,1,0,1,1,High bandwidth,Annual commitment,0,Electronic check,108.55,1
CRM-00832,Male,0,1,1,1,1,Limited access,Multi-year commitment,0,Credit card (automatic),25.05,0
CRM-00833,Female,0,1,1,1,0,Standard bandwidth,Annual commitment,0,Credit card (automatic),74.1,0
CRM-00834,Female,0,1,1,1,1,High bandwidth,Open enrollment,1,Electronic check,88.8,0
CRM-00835,Female,1,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,78.85,1
CRM-00836,Male,1,1,1,1,1,High bandwidth,Open enrollment,1,Electronic check,93.25,0
CRM-00837,Male,0,1,1,1,0,Standard bandwidth,Annual commitment,0,Credit card (automatic),71.4,0
CRM-00838,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Mailed check,44.4,1
CRM-00839,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Credit card (automatic),79.2,0
CRM-00840,Male,0,0,0,1,0,Limited access,Multi-year commitment,0,Credit card (automatic),20.4,0
CRM-00841,Female,1,0,0,1,1,High bandwidth,Annual commitment,1,Electronic check,100.0,1
CRM-00842,Female,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Credit card (automatic),105.0,0
CRM-00843,Female,0,1,1,1,0,Limited access,Annual commitment,0,Bank transfer (automatic),19.8,1
CRM-00844,Female,0,0,0,0,0,Standard bandwidth,Open enrollment,1,Bank transfer (automatic),30.85,0
CRM-00845,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,89.9,1
CRM-00846,Female,0,1,1,1,0,Limited access,Annual commitment,0,Mailed check,20.55,0
CRM-00847,Female,0,0,0,1,0,Standard bandwidth,Multi-year commitment,1,Bank transfer (automatic),84.85,0
CRM-00848,Female,0,1,1,0,0,Standard bandwidth,Annual commitment,0,Credit card (automatic),33.15,0
CRM-00849,Male,0,1,0,1,1,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),92.0,0
CRM-00850,Female,0,1,1,1,1,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),89.8,0
CRM-00851,Female,0,1,1,1,1,High bandwidth,Multi-year commitment,1,Bank transfer (automatic),115.8,0
CRM-00852,Male,0,0,1,1,1,Standard bandwidth,Multi-year commitment,1,Mailed check,85.15,0
CRM-00853,Male,0,0,0,1,1,Limited access,Open enrollment,0,Mailed check,24.85,0
CRM-00854,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Electronic check,64.35,0
CRM-00855,Female,0,0,0,1,0,Limited access,Multi-year commitment,0,Credit card (automatic),20.5,0
CRM-00856,Female,0,0,1,1,1,High bandwidth,Annual commitment,1,Electronic check,100.15,1
CRM-00857,Male,0,0,0,1,1,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),86.05,0
CRM-00858,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Electronic check,50.8,1
CRM-00859,Female,0,1,0,1,1,High bandwidth,Annual commitment,0,Electronic check,89.0,0
CRM-00860,Male,0,1,1,0,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),64.8,0
CRM-00861,Male,0,0,0,1,0,Limited access,Annual commitment,0,Credit card (automatic),19.8,0
CRM-00862,Male,0,1,1,1,1,High bandwidth,Multi-year commitment,0,Bank transfer (automatic),93.4,0
CRM-00863,Male,1,1,0,1,0,High bandwidth,Open enrollment,1,Electronic check,73.65,1
CRM-00864,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,95.1,1
CRM-00865,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Credit card (automatic),94.65,1
CRM-00866,Male,0,1,0,1,0,High bandwidth,Open enrollment,1,Mailed check,80.6,1
CRM-00867,Male,0,1,0,0,0,Standard bandwidth,Multi-year commitment,1,Bank transfer (automatic),39.0,0
CRM-00868,Female,0,0,0,1,0,Limited access,Open enrollment,1,Mailed check,20.5,0
CRM-00869,Male,0,1,0,1,1,High bandwidth,Annual commitment,0,Electronic check,85.55,1
CRM-00870,Male,0,0,1,1,1,Limited access,Multi-year commitment,1,Mailed check,26.4,0
CRM-00871,Female,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Bank transfer (automatic),98.2,0
CRM-00872,Male,0,1,1,1,0,High bandwidth,Annual commitment,1,Credit card (automatic),97.55,0
CRM-00873,Male,0,0,1,1,0,Limited access,Multi-year commitment,0,Credit card (automatic),19.95,0
CRM-00874,Female,0,0,0,0,0,Standard bandwidth,Open enrollment,1,Electronic check,50.8,1
CRM-00875,Male,0,0,1,1,1,High bandwidth,Multi-year commitment,0,Bank transfer (automatic),99.7,0
CRM-00876,Female,0,0,0,0,0,Standard bandwidth,Open enrollment,1,Credit card (automatic),34.8,0
CRM-00877,Female,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,105.1,1
CRM-00878,Female,0,0,1,0,0,Standard bandwidth,Annual commitment,0,Bank transfer (automatic),60.15,0
CRM-00879,Female,0,0,0,1,1,Standard bandwidth,Annual commitment,0,Electronic check,64.75,0
CRM-00880,Male,0,0,0,1,1,Standard bandwidth,Open enrollment,1,Bank transfer (automatic),54.65,0
CRM-00881,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,110.1,1
CRM-00882,Male,1,0,0,1,0,Limited access,Annual commitment,0,Credit card (automatic),19.3,0
CRM-00883,Female,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,83.9,1
CRM-00884,Female,0,1,0,1,1,High bandwidth,Annual commitment,1,Electronic check,111.25,0
CRM-00885,Female,0,1,1,0,0,Standard bandwidth,Annual commitment,1,Credit card (automatic),35.8,0
CRM-00886,Male,0,0,0,1,0,Limited access,Open enrollment,1,Mailed check,20.05,0
CRM-00887,Female,1,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,84.35,0
CRM-00888,Female,1,0,0,1,1,High bandwidth,Annual commitment,1,Bank transfer (automatic),110.5,0
CRM-00889,Male,0,1,1,1,0,High bandwidth,Annual commitment,0,Credit card (automatic),91.2,0
CRM-00890,Female,0,1,1,1,1,High bandwidth,Open enrollment,1,Electronic check,100.55,1
CRM-00891,Male,0,1,1,1,1,High bandwidth,Open enrollment,0,Electronic check,89.3,0
CRM-00892,Male,0,1,1,1,1,High bandwidth,Open enrollment,1,Bank transfer (automatic),103.85,1
CRM-00893,Male,1,0,0,1,1,High bandwidth,Open enrollment,1,Credit card (automatic),81.1,0
CRM-00894,Female,0,0,0,0,0,Standard bandwidth,Open enrollment,0,Electronic check,24.6,1
CRM-00895,Female,0,1,0,1,1,High bandwidth,Annual commitment,1,Credit card (automatic),81.2,0
CRM-00896,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Credit card (automatic),94.3,0
CRM-00897,Male,0,1,0,1,1,High bandwidth,Multi-year commitment,1,Bank transfer (automatic),116.1,0
CRM-00898,Female,0,0,0,1,1,High bandwidth,Multi-year commitment,0,Electronic check,105.55,0
CRM-00899,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Bank transfer (automatic),98.9,1
CRM-00900,Male,0,1,0,1,1,High bandwidth,Open enrollment,1,Credit card (automatic),94.4,0
CRM-00901,Female,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,19.5,0
CRM-00902,Female,0,0,0,1,1,High bandwidth,Open enrollment,0,Credit card (automatic),98.3,1
CRM-00903,Male,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,93.85,1
CRM-00904,Female,0,1,0,1,0,High bandwidth,Annual commitment,1,Credit card (automatic),105.6,0
CRM-00905,Male,0,1,1,1,0,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),81.35,0
CRM-00906,Male,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,100.5,1
CRM-00907,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Electronic check,56.4,0
CRM-00908,Male,0,0,0,1,0,Standard bandwidth,Annual commitment,1,Bank transfer (automatic),65.35,0
CRM-00909,Female,0,0,1,1,0,Limited access,Open enrollment,0,Mailed check,19.95,0
CRM-00910,Female,0,0,0,1,1,High bandwidth,Multi-year commitment,1,Electronic check,111.25,0
CRM-00911,Male,1,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,72.85,1
CRM-00912,Female,1,0,0,1,1,High bandwidth,Open enrollment,0,Credit card (automatic),89.0,0
CRM-00913,Male,0,1,1,1,1,High bandwidth,Annual commitment,1,Bank transfer (automatic),106.1,0
CRM-00914,Male,0,0,0,1,0,Limited access,Annual commitment,0,Credit card (automatic),20.05,0
CRM-00915,Male,0,1,1,1,1,Limited access,Multi-year commitment,1,Bank transfer (automatic),25.2,0
CRM-00916,Male,1,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,73.55,1
CRM-00917,Female,1,0,0,1,0,High bandwidth,Open enrollment,1,Bank transfer (automatic),75.4,0
CRM-00918,Male,0,0,0,0,0,Standard bandwidth,Multi-year commitment,1,Bank transfer (automatic),65.55,0
CRM-00919,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,80.7,0
CRM-00920,Female,0,0,0,1,0,High bandwidth,Annual commitment,1,Mailed check,104.55,0
CRM-00921,Male,0,1,0,1,1,Limited access,Annual commitment,0,Bank transfer (automatic),24.15,0
CRM-00922,Male,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,20.45,0
CRM-00923,Male,0,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,75.4,0
CRM-00924,Female,0,1,0,1,1,Standard bandwidth,Annual commitment,1,Credit card (automatic),79.7,0
CRM-00925,Female,1,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,81.7,0
CRM-00926,Female,0,1,1,1,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),76.3,0
CRM-00927,Female,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,79.4,1
CRM-00928,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,81.15,1
CRM-00929,Female,0,1,1,1,1,High bandwidth,Multi-year commitment,1,Credit card (automatic),103.75,0
CRM-00930,Female,0,1,1,1,0,High bandwidth,Annual commitment,0,Electronic check,86.45,0
CRM-00931,Female,0,0,0,1,0,High bandwidth,Open enrollment,0,Bank transfer (automatic),75.1,0
CRM-00932,Male,0,0,0,1,0,High bandwidth,Multi-year commitment,0,Bank transfer (automatic),80.6,0
CRM-00933,Male,0,1,0,1,0,Limited access,Multi-year commitment,0,Credit card (automatic),19.3,0
CRM-00934,Female,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,84.6,1
CRM-00935,Female,0,0,0,0,0,Standard bandwidth,Annual commitment,1,Mailed check,33.6,0
CRM-00936,Female,1,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,83.25,0
CRM-00937,Female,0,1,1,1,0,Standard bandwidth,Multi-year commitment,0,Mailed check,80.85,0
CRM-00938,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,79.05,1
CRM-00939,Female,0,1,0,1,1,High bandwidth,Annual commitment,1,Credit card (automatic),108.05,0
CRM-00940,Female,0,0,0,1,0,Limited access,Open enrollment,0,Mailed check,19.9,0
CRM-00941,Female,0,0,1,1,0,Limited access,Annual commitment,0,Bank transfer (automatic),21.05,0
CRM-00942,Female,0,0,1,0,0,Standard bandwidth,Open enrollment,0,Electronic check,30.15,0
CRM-00943,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Credit card (automatic),79.85,0
CRM-00944,Female,0,1,0,0,0,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),65.5,0
CRM-00945,Female,0,1,1,1,1,High bandwidth,Open enrollment,1,Bank transfer (automatic),104.1,0
CRM-00946,Female,0,0,0,1,1,High bandwidth,Open enrollment,0,Bank transfer (automatic),74.4,1
CRM-00947,Male,0,1,1,1,0,Limited access,Open enrollment,1,Mailed check,20.5,0
CRM-00948,Female,1,1,1,1,1,High bandwidth,Open enrollment,1,Mailed check,91.35,0
CRM-00949,Male,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,99.05,1
CRM-00950,Male,0,1,1,1,0,Limited access,Multi-year commitment,0,Bank transfer (automatic),20.5,0
CRM-00951,Male,1,0,0,1,0,Standard bandwidth,Open enrollment,0,Mailed check,44.95,1
CRM-00952,Female,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,75.6,0
CRM-00953,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Mailed check,55.1,0
CRM-00954,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Electronic check,58.95,0
CRM-00955,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,95.1,0
CRM-00956,Male,0,1,0,1,0,Standard bandwidth,Open enrollment,0,Credit card (automatic),44.7,1
CRM-00957,Female,0,1,1,1,1,Limited access,Multi-year commitment,0,Bank transfer (automatic),25.45,0
CRM-00958,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Electronic check,56.75,0
CRM-00959,Male,0,0,0,1,1,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),81.75,0
CRM-00960,Female,0,1,1,1,0,High bandwidth,Open enrollment,1,Electronic check,86.1,0
CRM-00961,Male,1,1,0,0,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),29.8,0
CRM-00962,Male,0,0,0,1,0,Limited access,Annual commitment,1,Mailed check,20.5,0
CRM-00963,Male,1,1,0,1,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),60.9,0
CRM-00964,Female,1,0,0,1,1,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),73.25,0
CRM-00965,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,1,Mailed check,45.7,1
CRM-00966,Male,1,0,0,1,0,High bandwidth,Open enrollment,0,Credit card (automatic),100.3,1
CRM-00967,Male,0,0,0,1,0,Limited access,Open enrollment,0,Electronic check,19.25,1
CRM-00968,Male,0,0,1,1,0,Limited access,Open enrollment,0,Mailed check,20.85,0
CRM-00969,Female,0,0,0,1,0,Standard bandwidth,Multi-year commitment,0,Credit card (automatic),77.35,0
CRM-00970,Female,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,96.0,1
CRM-00971,Female,0,0,0,1,0,High bandwidth,Open enrollment,0,Electronic check,90.55,1
CRM-00972,Male,0,1,0,1,1,High bandwidth,Open enrollment,1,Bank transfer (automatic),93.85,0
CRM-00973,Male,0,0,0,1,0,Standard bandwidth,Multi-year commitment,0,Bank transfer (automatic),70.1,0
CRM-00974,Male,1,1,0,0,0,Standard bandwidth,Open enrollment,1,Electronic check,30.35,1
CRM-00975,Female,0,1,1,1,0,Standard bandwidth,Multi-year commitment,1,Credit card (automatic),75.95,0
CRM-00976,Male,0,0,0,1,1,High bandwidth,Multi-year commitment,1,Electronic check,108.05,1
CRM-00977,Male,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,69.9,1
CRM-00978,Female,0,0,0,1,1,High bandwidth,Open enrollment,0,Electronic check,75.25,0
CRM-00979,Male,1,1,0,1,1,High bandwidth,Annual commitment,1,Electronic check,103.75,1
CRM-00980,Female,0,1,1,1,0,Standard bandwidth,Annual commitment,1,Bank transfer (automatic),54.95,0
CRM-00981,Female,0,0,0,1,0,Limited access,Open enrollment,1,Bank transfer (automatic),19.5,0
CRM-00982,Male,0,1,1,1,0,Limited access,Multi-year commitment,0,Mailed check,19.6,0
CRM-00983,Female,0,0,0,1,0,Standard bandwidth,Annual commitment,1,Electronic check,47.85,0
CRM-00984,Male,0,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,86.6,1
CRM-00985,Female,0,1,1,1,1,Limited access,Multi-year commitment,0,Bank transfer (automatic),23.75,0
CRM-00986,Female,1,1,0,1,1,High bandwidth,Open enrollment,1,Bank transfer (automatic),80.6,1
CRM-00987,Female,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Bank transfer (automatic),43.8,0
CRM-00988,Male,0,0,0,1,0,Limited access,Open enrollment,0,Bank transfer (automatic),19.75,0
CRM-00989,Male,0,0,1,1,0,Limited access,Open enrollment,0,Mailed check,19.15,0
CRM-00990,Male,0,1,1,1,0,Limited access,Annual commitment,0,Credit card (automatic),19.6,0
CRM-00991,Female,0,1,0,1,0,High bandwidth,Multi-year commitment,0,Bank transfer (automatic),80.3,0
CRM-00992,Female,0,0,0,1,1,Limited access,Multi-year commitment,0,Credit card (automatic),24.35,0
CRM-00993,Female,0,1,1,1,1,Limited access,Multi-year commitment,0,Credit card (automatic),25.25,0
CRM-00994,Female,0,1,1,1,1,Limited access,Multi-year commitment,0,Credit card (automatic),26.1,0
CRM-00995,Male,0,0,0,1,0,Limited access,Multi-year commitment,0,Credit card (automatic),20.0,0
CRM-00996,Female,0,0,0,1,1,High bandwidth,Open enrollment,0,Credit card (automatic),85.3,1
CRM-00997,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Credit card (automatic),70.0,1
CRM-00998,Female,1,0,0,1,1,High bandwidth,Open enrollment,1,Electronic check,94.3,1
CRM-00999,Male,0,1,0,1,0,Limited access,Multi-year commitment,0,Bank transfer (automatic),20.7,0
CRM-01000,Male,0,0,0,1,0,Standard bandwidth,Open enrollment,0,Electronic check,70.3,0
CRM-01001,Female,0,0,0,1,0,High bandwidth,Open enrollment,1,Electronic check,95.35,1
CRM-01002,Male,1,1,0,1,1,High bandwidth,Open enrollment,1,Electronic check,75.5,1
CRM-01003,Male,0,1,1,1,0,High bandwidth,Open enrollment,1,Mailed check,69.55,0
CRM-01004,Female,0,0,0,1,0,Limited access,Multi-year commitment,0,Mailed check,19.85,0
