session_id,prospect_id,session_date,week_start,audience_segment,market,primary_device,session_order,sessions_in_journey,touch_pattern,channel_group,journey_path,visitor_status,engaged_session_flag,lead_event_flag,lead_flag,enrollment_equivalent_flag,session_quality_score,session_duration_seconds,pageviews,touch_role,first_touch_credit,last_touch_credit,linear_credit,transaction_revenue
MKG-00531-S2,MKG-00531,2020-11-12,2020-11-09,Brand Returners,Regional Market,Mobile,2,2,Two-touch,Direct,Paid Search > Direct,Returning,1,1,1,0,69,333,6,Last session,0.0,0.0,0.0,0.0
MKG-00532-S1,MKG-00532,2020-12-14,2020-12-14,Research-Heavy Browsers,Regional Market,Desktop,1,2,Two-touch,Email,Email > Referral,New,1,0,0,0,70,313,6,First touch,0.0,0.0,0.0,0.0
MKG-00532-S2,MKG-00532,2020-12-15,2020-12-14,Research-Heavy Browsers,Regional Market,Desktop,2,2,Two-touch,Referral,Email > Referral,Returning,1,0,0,0,81,261,7,Last session,0.0,0.0,0.0,0.0
MKG-00533-S1,MKG-00533,2020-11-29,2020-11-23,Cross-Border Shoppers,International Market,Desktop,1,1,Single-touch,Organic Search,Organic Search,New,1,0,0,0,79,346,6,Single-touch,0.0,0.0,0.0,0.0
MKG-00534-S1,MKG-00534,2020-11-22,2020-11-16,Research-Heavy Browsers,Regional Market,Mobile,1,2,Two-touch,Email,Email > Organic Search,New,0,0,1,0,59,267,4,First touch,0.0,0.0,0.0,0.0
MKG-00534-S2,MKG-00534,2020-11-30,2020-11-30,Research-Heavy Browsers,Regional Market,Mobile,2,2,Two-touch,Organic Search,Email > Organic Search,Returning,1,1,1,0,86,340,6,Last session,0.0,0.0,0.0,0.0
MKG-00535-S1,MKG-00535,2020-11-06,2020-11-02,Research-Heavy Browsers,Regional Market,Desktop,1,4,Four-plus,Direct,Direct > Direct > Paid Search > Email,New,0,0,0,0,80,237,5,First touch,0.0,0.0,0.0,0.0
MKG-00535-S2,MKG-00535,2020-11-07,2020-11-02,Research-Heavy Browsers,Regional Market,Desktop,2,4,Four-plus,Direct,Direct > Direct > Paid Search > Email,Returning,1,0,0,0,80,313,7,Assist,0.0,0.0,0.0,0.0
MKG-00535-S3,MKG-00535,2020-11-09,2020-11-09,Research-Heavy Browsers,Regional Market,Desktop,3,4,Four-plus,Paid Search,Direct > Direct > Paid Search > Email,Returning,1,0,0,0,75,321,6,Assist,0.0,0.0,0.0,0.0
MKG-00535-S4,MKG-00535,2020-11-12,2020-11-09,Research-Heavy Browsers,Regional Market,Desktop,4,4,Four-plus,Email,Direct > Direct > Paid Search > Email,Returning,1,0,0,0,90,325,9,Last session,0.0,0.0,0.0,0.0
MKG-00536-S1,MKG-00536,2020-11-08,2020-11-02,Promo Responders,National Market,Mobile,1,4,Four-plus,Email,Email > Email > Direct > Email,New,1,0,1,0,76,338,4,First touch,1.0,0.0,0.25,0.0
MKG-00536-S2,MKG-00536,2020-11-14,2020-11-09,Promo Responders,National Market,Mobile,2,4,Four-plus,Email,Email > Email > Direct > Email,Returning,1,0,1,0,79,325,7,Assist,0.0,0.0,0.25,0.0
MKG-00536-S3,MKG-00536,2020-11-15,2020-11-09,Promo Responders,National Market,Mobile,3,4,Four-plus,Direct,Email > Email > Direct > Email,Returning,1,1,1,0,78,329,6,Assist,0.0,0.0,0.25,0.0
MKG-00536-S4,MKG-00536,2020-11-16,2020-11-16,Promo Responders,National Market,Mobile,4,4,Four-plus,Email,Email > Email > Direct > Email,Returning,1,0,1,1,89,349,8,Closer,0.0,1.0,0.25,168.0
MKG-00537-S1,MKG-00537,2020-12-17,2020-12-14,Cross-Border Shoppers,International Market,Mobile,1,1,Single-touch,Organic Search,Organic Search,New,1,0,0,0,67,302,6,Single-touch,0.0,0.0,0.0,0.0
MKG-00538-S1,MKG-00538,2021-01-01,2020-12-28,Cross-Border Shoppers,International Market,Mobile,1,3,Three-touch,Paid Search,Paid Search > Email > Organic Search,New,0,1,1,0,61,253,6,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-00538-S2,MKG-00538,2021-01-05,2021-01-04,Cross-Border Shoppers,International Market,Mobile,2,3,Three-touch,Email,Paid Search > Email > Organic Search,Returning,1,0,1,0,82,337,6,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-00538-S3,MKG-00538,2021-01-07,2021-01-04,Cross-Border Shoppers,International Market,Mobile,3,3,Three-touch,Organic Search,Paid Search > Email > Organic Search,Returning,0,0,1,1,75,282,6,Closer,0.0,1.0,0.3333333333333333,111.31
MKG-00539-S1,MKG-00539,2020-12-19,2020-12-14,Brand Returners,Regional Market,Tablet,1,4,Four-plus,Email,Email > Organic Search > Email > Direct,New,0,0,1,0,61,326,5,First touch,1.0,0.0,0.25,0.0
MKG-00539-S2,MKG-00539,2020-12-28,2020-12-28,Brand Returners,Regional Market,Tablet,2,4,Four-plus,Organic Search,Email > Organic Search > Email > Direct,Returning,1,0,1,0,86,359,6,Assist,0.0,0.0,0.25,0.0
MKG-00539-S3,MKG-00539,2020-12-31,2020-12-28,Brand Returners,Regional Market,Tablet,3,4,Four-plus,Email,Email > Organic Search > Email > Direct,Returning,1,1,1,0,98,317,7,Assist,0.0,0.0,0.25,0.0
MKG-00539-S4,MKG-00539,2021-01-05,2021-01-04,Brand Returners,Regional Market,Tablet,4,4,Four-plus,Direct,Email > Organic Search > Email > Direct,Returning,1,0,1,1,79,350,7,Closer,0.0,1.0,0.25,116.79
MKG-00540-S1,MKG-00540,2020-12-02,2020-11-30,Research-Heavy Browsers,Regional Market,Desktop,1,3,Three-touch,Direct,Direct > Organic Search > Referral,New,0,1,1,0,73,253,6,First touch,0.0,0.0,0.0,0.0
MKG-00540-S2,MKG-00540,2020-12-08,2020-12-07,Research-Heavy Browsers,Regional Market,Desktop,2,3,Three-touch,Organic Search,Direct > Organic Search > Referral,Returning,1,0,1,0,97,356,6,Assist,0.0,0.0,0.0,0.0
MKG-00540-S3,MKG-00540,2020-12-09,2020-12-07,Research-Heavy Browsers,Regional Market,Desktop,3,3,Three-touch,Referral,Direct > Organic Search > Referral,Returning,1,0,1,0,92,297,6,Last session,0.0,0.0,0.0,0.0
MKG-00541-S1,MKG-00541,2020-12-09,2020-12-07,Research-Heavy Browsers,Regional Market,Mobile,1,2,Two-touch,Paid Search,Paid Search > Direct,New,0,0,1,0,69,282,5,First touch,0.0,0.0,0.0,0.0
MKG-00541-S2,MKG-00541,2020-12-12,2020-12-07,Research-Heavy Browsers,Regional Market,Mobile,2,2,Two-touch,Direct,Paid Search > Direct,Returning,1,1,1,0,84,324,7,Last session,0.0,0.0,0.0,0.0
MKG-00542-S1,MKG-00542,2020-12-10,2020-12-07,Cross-Border Shoppers,International Market,Mobile,1,4,Four-plus,Organic Search,Organic Search > Organic Search > Email > Email,New,1,1,1,0,76,348,6,First touch,1.0,0.0,0.25,0.0
MKG-00542-S2,MKG-00542,2020-12-16,2020-12-14,Cross-Border Shoppers,International Market,Mobile,2,4,Four-plus,Organic Search,Organic Search > Organic Search > Email > Email,Returning,1,0,1,0,81,300,8,Assist,0.0,0.0,0.25,0.0
MKG-00542-S3,MKG-00542,2020-12-17,2020-12-14,Cross-Border Shoppers,International Market,Mobile,3,4,Four-plus,Email,Organic Search > Organic Search > Email > Email,Returning,1,0,1,0,81,335,7,Assist,0.0,0.0,0.25,0.0
MKG-00542-S4,MKG-00542,2020-12-20,2020-12-14,Cross-Border Shoppers,International Market,Mobile,4,4,Four-plus,Email,Organic Search > Organic Search > Email > Email,Returning,1,0,1,1,75,381,6,Closer,0.0,1.0,0.25,154.08
MKG-00543-S1,MKG-00543,2020-12-13,2020-12-07,Cross-Border Shoppers,International Market,Mobile,1,3,Three-touch,Organic Search,Organic Search > Email > Paid Search,New,1,0,0,0,74,306,6,First touch,0.0,0.0,0.0,0.0
MKG-00543-S2,MKG-00543,2020-12-22,2020-12-21,Cross-Border Shoppers,International Market,Mobile,2,3,Three-touch,Email,Organic Search > Email > Paid Search,Returning,1,0,0,0,78,349,7,Assist,0.0,0.0,0.0,0.0
MKG-00543-S3,MKG-00543,2020-12-23,2020-12-21,Cross-Border Shoppers,International Market,Mobile,3,3,Three-touch,Paid Search,Organic Search > Email > Paid Search,Returning,1,0,0,0,71,354,8,Last session,0.0,0.0,0.0,0.0
MKG-00544-S1,MKG-00544,2020-11-11,2020-11-09,Brand Returners,Regional Market,Desktop,1,3,Three-touch,Paid Search,Paid Search > Paid Social > Email,New,1,0,1,0,78,210,7,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-00544-S2,MKG-00544,2020-11-20,2020-11-16,Brand Returners,Regional Market,Desktop,2,3,Three-touch,Paid Social,Paid Search > Paid Social > Email,Returning,1,1,1,0,74,280,5,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-00544-S3,MKG-00544,2020-11-25,2020-11-23,Brand Returners,Regional Market,Desktop,3,3,Three-touch,Email,Paid Search > Paid Social > Email,Returning,0,0,1,1,82,240,6,Closer,0.0,1.0,0.3333333333333333,102.64
MKG-00545-S1,MKG-00545,2020-12-17,2020-12-14,Promo Responders,National Market,Desktop,1,3,Three-touch,Email,Email > Direct > Direct,New,0,1,1,0,73,234,5,First touch,0.0,0.0,0.0,0.0
MKG-00545-S2,MKG-00545,2020-12-19,2020-12-14,Promo Responders,National Market,Desktop,2,3,Three-touch,Direct,Email > Direct > Direct,Returning,1,0,1,0,72,357,5,Assist,0.0,0.0,0.0,0.0
MKG-00545-S3,MKG-00545,2020-12-21,2020-12-21,Promo Responders,National Market,Desktop,3,3,Three-touch,Direct,Email > Direct > Direct,Returning,1,0,1,0,85,312,6,Last session,0.0,0.0,0.0,0.0
MKG-00546-S1,MKG-00546,2020-11-27,2020-11-23,Cross-Border Shoppers,International Market,Desktop,1,1,Single-touch,Paid Search,Paid Search,New,1,0,0,0,74,341,6,Single-touch,0.0,0.0,0.0,0.0
MKG-00547-S1,MKG-00547,2020-12-06,2020-11-30,Brand Returners,National Market,Tablet,1,2,Two-touch,Organic Search,Organic Search > Paid Search,New,1,1,1,0,87,367,7,First touch,0.0,0.0,0.0,0.0
MKG-00547-S2,MKG-00547,2020-12-13,2020-12-07,Brand Returners,National Market,Tablet,2,2,Two-touch,Paid Search,Organic Search > Paid Search,Returning,0,0,1,0,77,246,5,Last session,0.0,0.0,0.0,0.0
MKG-00548-S1,MKG-00548,2020-12-09,2020-12-07,Brand Returners,National Market,Mobile,1,4,Four-plus,Organic Search,Organic Search > Direct > Direct > Paid Search,New,1,0,0,0,81,335,6,First touch,0.0,0.0,0.0,0.0
MKG-00548-S2,MKG-00548,2020-12-16,2020-12-14,Brand Returners,National Market,Mobile,2,4,Four-plus,Direct,Organic Search > Direct > Direct > Paid Search,Returning,0,0,0,0,72,233,5,Assist,0.0,0.0,0.0,0.0
MKG-00548-S3,MKG-00548,2020-12-17,2020-12-14,Brand Returners,National Market,Mobile,3,4,Four-plus,Direct,Organic Search > Direct > Direct > Paid Search,Returning,0,0,0,0,65,284,6,Assist,0.0,0.0,0.0,0.0
MKG-00548-S4,MKG-00548,2020-12-21,2020-12-21,Brand Returners,National Market,Mobile,4,4,Four-plus,Paid Search,Organic Search > Direct > Direct > Paid Search,Returning,1,0,0,0,78,331,7,Last session,0.0,0.0,0.0,0.0
MKG-00549-S1,MKG-00549,2020-11-21,2020-11-16,Cross-Border Shoppers,International Market,Mobile,1,1,Single-touch,Organic Search,Organic Search,New,0,0,0,0,62,342,5,Single-touch,0.0,0.0,0.0,0.0
MKG-00550-S1,MKG-00550,2020-11-12,2020-11-09,Cross-Border Shoppers,National Market,Mobile,1,3,Three-touch,Paid Social,Paid Social > Paid Social > Direct,New,1,0,1,0,62,255,6,First touch,0.0,0.0,0.0,0.0
MKG-00550-S2,MKG-00550,2020-11-16,2020-11-16,Cross-Border Shoppers,National Market,Mobile,2,3,Three-touch,Paid Social,Paid Social > Paid Social > Direct,Returning,1,1,1,0,65,223,6,Assist,0.0,0.0,0.0,0.0
MKG-00550-S3,MKG-00550,2020-11-22,2020-11-16,Cross-Border Shoppers,National Market,Mobile,3,3,Three-touch,Direct,Paid Social > Paid Social > Direct,Returning,0,0,1,0,73,280,5,Last session,0.0,0.0,0.0,0.0
MKG-00551-S1,MKG-00551,2021-01-01,2020-12-28,Cross-Border Shoppers,International Market,Tablet,1,4,Four-plus,Paid Search,Paid Search > Organic Search > Paid Search > Organic Search,New,0,0,0,0,70,219,5,First touch,0.0,0.0,0.0,0.0
MKG-00551-S2,MKG-00551,2021-01-05,2021-01-04,Cross-Border Shoppers,International Market,Tablet,2,4,Four-plus,Organic Search,Paid Search > Organic Search > Paid Search > Organic Search,Returning,0,0,0,0,84,308,5,Assist,0.0,0.0,0.0,0.0
MKG-00551-S3,MKG-00551,2021-01-07,2021-01-04,Cross-Border Shoppers,International Market,Tablet,3,4,Four-plus,Paid Search,Paid Search > Organic Search > Paid Search > Organic Search,Returning,1,0,0,0,74,253,6,Assist,0.0,0.0,0.0,0.0
MKG-00551-S4,MKG-00551,2021-01-13,2021-01-11,Cross-Border Shoppers,International Market,Tablet,4,4,Four-plus,Organic Search,Paid Search > Organic Search > Paid Search > Organic Search,Returning,0,0,0,0,85,257,6,Last session,0.0,0.0,0.0,0.0
MKG-00552-S1,MKG-00552,2020-11-18,2020-11-16,Research-Heavy Browsers,Regional Market,Tablet,1,1,Single-touch,Paid Social,Paid Social,New,1,0,0,0,67,203,6,Single-touch,0.0,0.0,0.0,0.0
MKG-00553-S1,MKG-00553,2020-12-15,2020-12-14,Promo Responders,Regional Market,Desktop,1,2,Two-touch,Referral,Referral > Email,New,1,1,1,0,76,372,6,First touch,1.0,0.0,0.5,0.0
MKG-00553-S2,MKG-00553,2020-12-22,2020-12-21,Promo Responders,Regional Market,Desktop,2,2,Two-touch,Email,Referral > Email,Returning,1,0,1,1,91,297,5,Closer,0.0,1.0,0.5,153.68
MKG-00554-S1,MKG-00554,2020-12-07,2020-12-07,Research-Heavy Browsers,National Market,Mobile,1,3,Three-touch,Direct,Direct > Organic Search > Paid Search,New,0,0,1,0,64,250,4,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-00554-S2,MKG-00554,2020-12-10,2020-12-07,Research-Heavy Browsers,National Market,Mobile,2,3,Three-touch,Organic Search,Direct > Organic Search > Paid Search,Returning,1,0,1,0,83,341,6,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-00554-S3,MKG-00554,2020-12-18,2020-12-14,Research-Heavy Browsers,National Market,Mobile,3,3,Three-touch,Paid Search,Direct > Organic Search > Paid Search,Returning,1,1,1,1,73,336,7,Closer,0.0,1.0,0.3333333333333333,95.78
MKG-00555-S1,MKG-00555,2020-11-08,2020-11-02,Promo Responders,National Market,Desktop,1,4,Four-plus,Paid Social,Paid Social > Email > Email > Organic Search,New,0,1,1,0,60,230,4,First touch,1.0,0.0,0.25,0.0
MKG-00555-S2,MKG-00555,2020-11-15,2020-11-09,Promo Responders,National Market,Desktop,2,4,Four-plus,Email,Paid Social > Email > Email > Organic Search,Returning,1,0,1,0,98,329,7,Assist,0.0,0.0,0.25,0.0
MKG-00555-S3,MKG-00555,2020-11-16,2020-11-16,Promo Responders,National Market,Desktop,3,4,Four-plus,Email,Paid Social > Email > Email > Organic Search,Returning,1,0,1,0,91,259,8,Assist,0.0,0.0,0.25,0.0
MKG-00555-S4,MKG-00555,2020-11-19,2020-11-16,Promo Responders,National Market,Desktop,4,4,Four-plus,Organic Search,Paid Social > Email > Email > Organic Search,Returning,1,0,1,1,92,319,7,Closer,0.0,1.0,0.25,172.15
MKG-00556-S1,MKG-00556,2020-11-26,2020-11-23,Cross-Border Shoppers,International Market,Mobile,1,3,Three-touch,Organic Search,Organic Search > Paid Search > Organic Search,New,0,0,1,0,60,309,5,First touch,0.0,0.0,0.0,0.0
MKG-00556-S2,MKG-00556,2020-12-05,2020-11-30,Cross-Border Shoppers,International Market,Mobile,2,3,Three-touch,Paid Search,Organic Search > Paid Search > Organic Search,Returning,1,1,1,0,71,289,6,Assist,0.0,0.0,0.0,0.0
MKG-00556-S3,MKG-00556,2020-12-10,2020-12-07,Cross-Border Shoppers,International Market,Mobile,3,3,Three-touch,Organic Search,Organic Search > Paid Search > Organic Search,Returning,0,0,1,0,84,285,5,Last session,0.0,0.0,0.0,0.0
MKG-00557-S1,MKG-00557,2020-11-13,2020-11-09,Research-Heavy Browsers,Regional Market,Mobile,1,2,Two-touch,Email,Email > Paid Social,New,1,0,1,0,75,289,7,First touch,0.0,0.0,0.0,0.0
MKG-00557-S2,MKG-00557,2020-11-22,2020-11-16,Research-Heavy Browsers,Regional Market,Mobile,2,2,Two-touch,Paid Social,Email > Paid Social,Returning,0,1,1,0,49,171,5,Last session,0.0,0.0,0.0,0.0
MKG-00558-S1,MKG-00558,2020-12-29,2020-12-28,Research-Heavy Browsers,Regional Market,Mobile,1,2,Two-touch,Direct,Direct > Email,New,0,0,1,0,60,255,6,First touch,1.0,0.0,0.5,0.0
MKG-00558-S2,MKG-00558,2021-01-05,2021-01-04,Research-Heavy Browsers,Regional Market,Mobile,2,2,Two-touch,Email,Direct > Email,Returning,1,1,1,1,84,290,4,Closer,0.0,1.0,0.5,130.88
MKG-00559-S1,MKG-00559,2020-12-03,2020-11-30,Brand Returners,National Market,Mobile,1,5,Four-plus,Referral,Referral > Direct > Organic Search > Organic Search > Referral,New,1,0,1,0,71,258,6,First touch,1.0,0.0,0.2,0.0
MKG-00559-S2,MKG-00559,2020-12-09,2020-12-07,Brand Returners,National Market,Mobile,2,5,Four-plus,Direct,Referral > Direct > Organic Search > Organic Search > Referral,Returning,1,0,1,0,63,292,6,Assist,0.0,0.0,0.2,0.0
MKG-00559-S3,MKG-00559,2020-12-10,2020-12-07,Brand Returners,National Market,Mobile,3,5,Four-plus,Organic Search,Referral > Direct > Organic Search > Organic Search > Referral,Returning,1,0,1,0,86,284,8,Assist,0.0,0.0,0.2,0.0
MKG-00559-S4,MKG-00559,2020-12-19,2020-12-14,Brand Returners,National Market,Mobile,4,5,Four-plus,Organic Search,Referral > Direct > Organic Search > Organic Search > Referral,Returning,1,1,1,0,80,291,9,Assist,0.0,0.0,0.2,0.0
MKG-00559-S5,MKG-00559,2020-12-22,2020-12-21,Brand Returners,National Market,Mobile,5,5,Four-plus,Referral,Referral > Direct > Organic Search > Organic Search > Referral,Returning,1,0,1,1,91,271,7,Closer,0.0,1.0,0.2,141.11
MKG-00560-S1,MKG-00560,2020-12-05,2020-11-30,Brand Returners,Regional Market,Desktop,1,1,Single-touch,Paid Search,Paid Search,New,0,0,0,0,77,229,5,Single-touch,0.0,0.0,0.0,0.0
MKG-00561-S1,MKG-00561,2020-12-18,2020-12-14,Research-Heavy Browsers,Regional Market,Mobile,1,3,Three-touch,Paid Search,Paid Search > Paid Social > Referral,New,0,1,1,0,58,264,6,First touch,0.0,0.0,0.0,0.0
MKG-00561-S2,MKG-00561,2020-12-23,2020-12-21,Research-Heavy Browsers,Regional Market,Mobile,2,3,Three-touch,Paid Social,Paid Search > Paid Social > Referral,Returning,0,0,1,0,66,196,5,Assist,0.0,0.0,0.0,0.0
MKG-00561-S3,MKG-00561,2020-12-29,2020-12-28,Research-Heavy Browsers,Regional Market,Mobile,3,3,Three-touch,Referral,Paid Search > Paid Social > Referral,Returning,1,0,1,0,85,266,8,Last session,0.0,0.0,0.0,0.0
MKG-00562-S1,MKG-00562,2020-11-10,2020-11-09,Research-Heavy Browsers,Core Market,Tablet,1,2,Two-touch,Paid Search,Paid Search > Organic Search,New,1,0,0,0,72,216,5,First touch,0.0,0.0,0.0,0.0
MKG-00562-S2,MKG-00562,2020-11-17,2020-11-16,Research-Heavy Browsers,Core Market,Tablet,2,2,Two-touch,Organic Search,Paid Search > Organic Search,Returning,1,0,0,0,95,290,7,Last session,0.0,0.0,0.0,0.0
MKG-00563-S1,MKG-00563,2020-11-05,2020-11-02,Promo Responders,National Market,Mobile,1,3,Three-touch,Organic Search,Organic Search > Direct > Direct,New,1,0,0,0,67,344,8,First touch,0.0,0.0,0.0,0.0
MKG-00563-S2,MKG-00563,2020-11-06,2020-11-02,Promo Responders,National Market,Mobile,2,3,Three-touch,Direct,Organic Search > Direct > Direct,Returning,1,0,0,0,76,283,6,Assist,0.0,0.0,0.0,0.0
MKG-00563-S3,MKG-00563,2020-11-08,2020-11-02,Promo Responders,National Market,Mobile,3,3,Three-touch,Direct,Organic Search > Direct > Direct,Returning,1,0,0,0,82,352,5,Last session,0.0,0.0,0.0,0.0
MKG-00564-S1,MKG-00564,2020-12-06,2020-11-30,Research-Heavy Browsers,Regional Market,Desktop,1,2,Two-touch,Paid Social,Paid Social > Organic Search,New,0,0,0,0,65,233,3,First touch,0.0,0.0,0.0,0.0
MKG-00564-S2,MKG-00564,2020-12-08,2020-12-07,Research-Heavy Browsers,Regional Market,Desktop,2,2,Two-touch,Organic Search,Paid Social > Organic Search,Returning,0,0,0,0,75,309,5,Last session,0.0,0.0,0.0,0.0
MKG-00565-S1,MKG-00565,2021-01-01,2020-12-28,Research-Heavy Browsers,Core Market,Mobile,1,2,Two-touch,Paid Search,Paid Search > Referral,New,0,0,1,0,56,219,2,First touch,0.0,0.0,0.0,0.0
MKG-00565-S2,MKG-00565,2021-01-09,2021-01-04,Research-Heavy Browsers,Core Market,Mobile,2,2,Two-touch,Referral,Paid Search > Referral,Returning,1,1,1,0,70,237,6,Last session,0.0,0.0,0.0,0.0
MKG-00566-S1,MKG-00566,2020-11-23,2020-11-23,Cross-Border Shoppers,International Market,Mobile,1,3,Three-touch,Email,Email > Paid Search > Referral,New,0,0,0,0,61,289,5,First touch,0.0,0.0,0.0,0.0
MKG-00566-S2,MKG-00566,2020-11-29,2020-11-23,Cross-Border Shoppers,International Market,Mobile,2,3,Three-touch,Paid Search,Email > Paid Search > Referral,Returning,0,0,0,0,62,217,5,Assist,0.0,0.0,0.0,0.0
MKG-00566-S3,MKG-00566,2020-12-03,2020-11-30,Cross-Border Shoppers,International Market,Mobile,3,3,Three-touch,Referral,Email > Paid Search > Referral,Returning,1,0,0,0,83,341,7,Last session,0.0,0.0,0.0,0.0
MKG-00567-S1,MKG-00567,2020-12-31,2020-12-28,Promo Responders,Core Market,Tablet,1,1,Single-touch,Direct,Direct,New,1,1,1,1,80,295,7,Single-touch,1.0,1.0,1.0,124.44
MKG-00568-S1,MKG-00568,2020-11-29,2020-11-23,Research-Heavy Browsers,National Market,Mobile,1,1,Single-touch,Paid Social,Paid Social,New,1,0,0,0,57,246,5,Single-touch,0.0,0.0,0.0,0.0
MKG-00569-S1,MKG-00569,2020-12-05,2020-11-30,Research-Heavy Browsers,Regional Market,Mobile,1,4,Four-plus,Referral,Referral > Direct > Direct > Referral,New,0,0,0,0,64,278,4,First touch,0.0,0.0,0.0,0.0
MKG-00569-S2,MKG-00569,2020-12-07,2020-12-07,Research-Heavy Browsers,Regional Market,Mobile,2,4,Four-plus,Direct,Referral > Direct > Direct > Referral,Returning,0,0,0,0,70,293,4,Assist,0.0,0.0,0.0,0.0
MKG-00569-S3,MKG-00569,2020-12-08,2020-12-07,Research-Heavy Browsers,Regional Market,Mobile,3,4,Four-plus,Direct,Referral > Direct > Direct > Referral,Returning,1,0,0,0,82,351,6,Assist,0.0,0.0,0.0,0.0
MKG-00569-S4,MKG-00569,2020-12-15,2020-12-14,Research-Heavy Browsers,Regional Market,Mobile,4,4,Four-plus,Referral,Referral > Direct > Direct > Referral,Returning,1,0,0,0,84,350,7,Last session,0.0,0.0,0.0,0.0
MKG-00570-S1,MKG-00570,2020-11-23,2020-11-23,Research-Heavy Browsers,Regional Market,Tablet,1,3,Three-touch,Referral,Referral > Email > Paid Search,New,0,0,0,0,69,238,4,First touch,0.0,0.0,0.0,0.0
MKG-00570-S2,MKG-00570,2020-11-26,2020-11-23,Research-Heavy Browsers,Regional Market,Tablet,2,3,Three-touch,Email,Referral > Email > Paid Search,Returning,0,0,0,0,75,325,4,Assist,0.0,0.0,0.0,0.0
MKG-00570-S3,MKG-00570,2020-11-28,2020-11-23,Research-Heavy Browsers,Regional Market,Tablet,3,3,Three-touch,Paid Search,Referral > Email > Paid Search,Returning,0,0,0,0,78,238,5,Last session,0.0,0.0,0.0,0.0
MKG-00571-S1,MKG-00571,2020-11-06,2020-11-02,Research-Heavy Browsers,Core Market,Mobile,1,1,Single-touch,Direct,Direct,New,1,0,0,0,65,279,6,Single-touch,0.0,0.0,0.0,0.0
MKG-00572-S1,MKG-00572,2020-11-09,2020-11-09,Brand Returners,Core Market,Desktop,1,3,Three-touch,Organic Search,Organic Search > Referral > Email,New,1,0,1,0,85,312,8,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-00572-S2,MKG-00572,2020-11-14,2020-11-09,Brand Returners,Core Market,Desktop,2,3,Three-touch,Referral,Organic Search > Referral > Email,Returning,1,1,1,0,87,376,6,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-00572-S3,MKG-00572,2020-11-18,2020-11-16,Brand Returners,Core Market,Desktop,3,3,Three-touch,Email,Organic Search > Referral > Email,Returning,1,0,1,1,98,326,8,Closer,0.0,1.0,0.3333333333333333,152.31
MKG-00573-S1,MKG-00573,2020-12-13,2020-12-07,Research-Heavy Browsers,National Market,Desktop,1,4,Four-plus,Email,Email > Paid Search > Email > Paid Search,New,0,1,1,0,75,277,5,First touch,0.0,0.0,0.0,0.0
MKG-00573-S2,MKG-00573,2020-12-18,2020-12-14,Research-Heavy Browsers,National Market,Desktop,2,4,Four-plus,Paid Search,Email > Paid Search > Email > Paid Search,Returning,1,0,1,0,70,351,5,Assist,0.0,0.0,0.0,0.0
MKG-00573-S3,MKG-00573,2020-12-22,2020-12-21,Research-Heavy Browsers,National Market,Desktop,3,4,Four-plus,Email,Email > Paid Search > Email > Paid Search,Returning,1,0,1,0,93,345,7,Assist,0.0,0.0,0.0,0.0
MKG-00573-S4,MKG-00573,2020-12-26,2020-12-21,Research-Heavy Browsers,National Market,Desktop,4,4,Four-plus,Paid Search,Email > Paid Search > Email > Paid Search,Returning,0,0,1,0,79,259,6,Last session,0.0,0.0,0.0,0.0
MKG-00574-S1,MKG-00574,2020-12-03,2020-11-30,Research-Heavy Browsers,Regional Market,Desktop,1,2,Two-touch,Email,Email > Direct,New,1,0,0,0,77,337,7,First touch,0.0,0.0,0.0,0.0
MKG-00574-S2,MKG-00574,2020-12-09,2020-12-07,Research-Heavy Browsers,Regional Market,Desktop,2,2,Two-touch,Direct,Email > Direct,Returning,1,0,0,0,84,313,6,Last session,0.0,0.0,0.0,0.0
MKG-00575-S1,MKG-00575,2020-11-24,2020-11-23,Research-Heavy Browsers,Core Market,Desktop,1,3,Three-touch,Paid Social,Paid Social > Direct > Referral,New,0,0,0,0,58,215,4,First touch,0.0,0.0,0.0,0.0
MKG-00575-S2,MKG-00575,2020-12-02,2020-11-30,Research-Heavy Browsers,Core Market,Desktop,2,3,Three-touch,Direct,Paid Social > Direct > Referral,Returning,0,0,0,0,65,228,3,Assist,0.0,0.0,0.0,0.0
MKG-00575-S3,MKG-00575,2020-12-06,2020-11-30,Research-Heavy Browsers,Core Market,Desktop,3,3,Three-touch,Referral,Paid Social > Direct > Referral,Returning,0,0,0,0,68,303,7,Last session,0.0,0.0,0.0,0.0
MKG-00576-S1,MKG-00576,2020-12-31,2020-12-28,Promo Responders,Regional Market,Desktop,1,3,Three-touch,Direct,Direct > Email > Email,New,0,0,1,0,69,251,4,First touch,0.0,0.0,0.0,0.0
MKG-00576-S2,MKG-00576,2021-01-01,2020-12-28,Promo Responders,Regional Market,Desktop,2,3,Three-touch,Email,Direct > Email > Email,Returning,1,1,1,0,98,283,7,Assist,0.0,0.0,0.0,0.0
