prospect_id,audience_segment,market,primary_device,sessions_in_journey,touch_pattern,engaged_sessions,unique_channels,first_touch_channel,lead_touch_channel,last_touch_channel,lead_flag,enrollment_equivalent_flag,days_to_lead,days_to_enrollment,transaction_revenue,journey_path
MKG-00488,Brand Returners,National Market,Desktop,4,Four-plus,3,2,Direct,,Organic Search,0,0,,,0.0,Direct > Direct > Organic Search > Organic Search
MKG-00489,Research-Heavy Browsers,Core Market,Desktop,3,Three-touch,3,3,Email,Paid Search,Paid Search,1,1,10.0,10.0,122.32,Email > Direct > Paid Search
MKG-00490,Promo Responders,National Market,Mobile,5,Four-plus,1,4,Organic Search,,Email,0,0,,,0.0,Organic Search > Paid Search > Paid Social > Organic Search > Email
MKG-00491,Brand Returners,Regional Market,Desktop,4,Four-plus,1,3,Paid Social,Paid Social,Email,1,0,0.0,,0.0,Paid Social > Paid Social > Referral > Email
MKG-00492,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,0,2,Paid Search,,Direct,0,0,,,0.0,Paid Search > Direct
MKG-00493,Promo Responders,National Market,Mobile,3,Three-touch,2,2,Direct,,Email,0,0,,,0.0,Direct > Direct > Email
MKG-00494,Brand Returners,Core Market,Desktop,2,Two-touch,1,2,Email,,Direct,0,0,,,0.0,Email > Direct
MKG-00495,Research-Heavy Browsers,Regional Market,Tablet,5,Four-plus,3,4,Paid Social,Email,Paid Search,1,0,13.0,,0.0,Paid Social > Direct > Email > Direct > Paid Search
MKG-00496,Brand Returners,National Market,Mobile,1,Single-touch,0,1,Email,Email,Email,1,0,0.0,,0.0,Email
MKG-00497,Brand Returners,National Market,Desktop,2,Two-touch,2,2,Direct,Paid Social,Paid Social,1,0,4.0,,0.0,Direct > Paid Social
MKG-00498,Brand Returners,National Market,Mobile,3,Three-touch,2,3,Paid Social,Paid Social,Direct,1,1,0.0,11.0,112.85,Paid Social > Referral > Direct
MKG-00499,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,1,1,Email,Email,Email,1,0,0.0,,0.0,Email
MKG-00500,Promo Responders,National Market,Desktop,5,Four-plus,2,3,Email,,Paid Social,0,0,,,0.0,Email > Direct > Paid Social > Direct > Paid Social
MKG-00501,Promo Responders,National Market,Desktop,4,Four-plus,4,3,Paid Social,Paid Social,Email,1,1,0.0,7.0,162.07,Paid Social > Direct > Email > Email
MKG-00502,Brand Returners,Core Market,Mobile,4,Four-plus,3,4,Paid Search,,Paid Social,0,0,,,0.0,Paid Search > Direct > Email > Paid Social
MKG-00503,Promo Responders,Core Market,Desktop,2,Two-touch,0,2,Paid Search,,Direct,0,0,,,0.0,Paid Search > Direct
MKG-00504,Cross-Border Shoppers,International Market,Mobile,5,Four-plus,3,3,Paid Search,Paid Search,Email,1,1,2.0,22.0,145.7,Paid Search > Paid Search > Direct > Direct > Email
MKG-00505,Research-Heavy Browsers,National Market,Desktop,4,Four-plus,3,3,Direct,Paid Search,Direct,1,1,5.0,12.0,141.56,Direct > Email > Paid Search > Direct
MKG-00506,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,1,1,Direct,Direct,Direct,1,1,0.0,0.0,90.37,Direct
MKG-00507,Research-Heavy Browsers,Regional Market,Mobile,5,Four-plus,3,3,Paid Search,Paid Search,Direct,1,1,10.0,13.0,142.97,Paid Search > Email > Paid Search > Email > Direct
MKG-00508,Promo Responders,National Market,Mobile,3,Three-touch,2,3,Paid Social,,Organic Search,0,0,,,0.0,Paid Social > Direct > Organic Search
MKG-00509,Brand Returners,Regional Market,Mobile,2,Two-touch,1,2,Direct,Email,Email,1,1,5.0,5.0,112.92,Direct > Email
MKG-00510,Promo Responders,National Market,Tablet,3,Three-touch,2,3,Paid Search,Paid Search,Referral,1,1,0.0,8.0,146.42,Paid Search > Organic Search > Referral
MKG-00511,Research-Heavy Browsers,National Market,Desktop,4,Four-plus,3,3,Paid Search,Organic Search,Direct,1,0,1.0,,0.0,Paid Search > Organic Search > Paid Search > Direct
MKG-00512,Brand Returners,National Market,Desktop,4,Four-plus,2,3,Organic Search,Organic Search,Direct,1,0,12.0,,0.0,Organic Search > Email > Organic Search > Direct
MKG-00513,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,2,2,Paid Search,,Referral,0,0,,,0.0,Paid Search > Referral > Referral
MKG-00514,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,2,2,Referral,,Email,0,0,,,0.0,Referral > Email > Email
MKG-00515,Promo Responders,Regional Market,Desktop,5,Four-plus,4,3,Email,Email,Direct,1,1,0.0,13.0,189.21,Email > Paid Social > Paid Social > Direct > Direct
MKG-00516,Brand Returners,Core Market,Desktop,2,Two-touch,0,2,Paid Search,,Email,0,0,,,0.0,Paid Search > Email
MKG-00517,Promo Responders,National Market,Mobile,3,Three-touch,2,3,Referral,Direct,Email,1,1,1.0,6.0,130.18,Referral > Direct > Email
MKG-00518,Promo Responders,Regional Market,Tablet,3,Three-touch,1,3,Organic Search,,Referral,0,0,,,0.0,Organic Search > Direct > Referral
MKG-00519,Promo Responders,National Market,Mobile,4,Four-plus,1,3,Email,Email,Paid Social,1,0,0.0,,0.0,Email > Organic Search > Paid Social > Paid Social
MKG-00520,Promo Responders,National Market,Desktop,2,Two-touch,2,2,Referral,,Email,0,0,,,0.0,Referral > Email
MKG-00521,Research-Heavy Browsers,Regional Market,Mobile,4,Four-plus,3,3,Paid Social,Organic Search,Referral,1,0,7.0,,0.0,Paid Social > Organic Search > Referral > Referral
MKG-00522,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,3,3,Paid Search,Paid Search,Direct,1,0,0.0,,0.0,Paid Search > Email > Direct
MKG-00523,Research-Heavy Browsers,Core Market,Mobile,4,Four-plus,3,3,Paid Social,Paid Social,Direct,1,1,0.0,15.0,151.89,Paid Social > Email > Email > Direct
MKG-00524,Research-Heavy Browsers,Core Market,Desktop,3,Three-touch,3,2,Referral,,Referral,0,0,,,0.0,Referral > Paid Search > Referral
MKG-00525,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,1,3,Organic Search,,Paid Search,0,0,,,0.0,Organic Search > Direct > Paid Search
MKG-00526,Brand Returners,National Market,Desktop,2,Two-touch,2,2,Organic Search,Organic Search,Direct,1,1,0.0,3.0,149.37,Organic Search > Direct
MKG-00527,Cross-Border Shoppers,International Market,Desktop,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-00528,Brand Returners,Regional Market,Desktop,2,Two-touch,1,2,Paid Search,Paid Search,Email,1,0,0.0,,0.0,Paid Search > Email
MKG-00529,Cross-Border Shoppers,International Market,Desktop,1,Single-touch,0,1,Direct,Direct,Direct,1,1,0.0,0.0,130.21,Direct
MKG-00530,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,2,Paid Social,,Paid Social,0,0,,,0.0,Paid Social > Direct > Paid Social
MKG-00531,Brand Returners,Regional Market,Mobile,2,Two-touch,1,2,Paid Search,Direct,Direct,1,0,2.0,,0.0,Paid Search > Direct
MKG-00532,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,2,2,Email,,Referral,0,0,,,0.0,Email > Referral
MKG-00533,Cross-Border Shoppers,International Market,Desktop,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-00534,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Email,Organic Search,Organic Search,1,0,8.0,,0.0,Email > Organic Search
MKG-00535,Research-Heavy Browsers,Regional Market,Desktop,4,Four-plus,3,3,Direct,,Email,0,0,,,0.0,Direct > Direct > Paid Search > Email
MKG-00536,Promo Responders,National Market,Mobile,4,Four-plus,4,2,Email,Direct,Email,1,1,7.0,8.0,168.0,Email > Email > Direct > Email
MKG-00537,Cross-Border Shoppers,International Market,Mobile,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-00538,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,1,3,Paid Search,Paid Search,Organic Search,1,1,0.0,6.0,111.31,Paid Search > Email > Organic Search
MKG-00539,Brand Returners,Regional Market,Tablet,4,Four-plus,3,3,Email,Email,Direct,1,1,12.0,17.0,116.79,Email > Organic Search > Email > Direct
MKG-00540,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,3,Direct,Direct,Referral,1,0,0.0,,0.0,Direct > Organic Search > Referral
MKG-00541,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Paid Search,Direct,Direct,1,0,3.0,,0.0,Paid Search > Direct
MKG-00542,Cross-Border Shoppers,International Market,Mobile,4,Four-plus,4,2,Organic Search,Organic Search,Email,1,1,0.0,10.0,154.08,Organic Search > Organic Search > Email > Email
MKG-00543,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,3,3,Organic Search,,Paid Search,0,0,,,0.0,Organic Search > Email > Paid Search
MKG-00544,Brand Returners,Regional Market,Desktop,3,Three-touch,2,3,Paid Search,Paid Social,Email,1,1,9.0,14.0,102.64,Paid Search > Paid Social > Email
MKG-00545,Promo Responders,National Market,Desktop,3,Three-touch,2,2,Email,Email,Direct,1,0,0.0,,0.0,Email > Direct > Direct
MKG-00546,Cross-Border Shoppers,International Market,Desktop,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-00547,Brand Returners,National Market,Tablet,2,Two-touch,1,2,Organic Search,Organic Search,Paid Search,1,0,0.0,,0.0,Organic Search > Paid Search
MKG-00548,Brand Returners,National Market,Mobile,4,Four-plus,2,3,Organic Search,,Paid Search,0,0,,,0.0,Organic Search > Direct > Direct > Paid Search
MKG-00549,Cross-Border Shoppers,International Market,Mobile,1,Single-touch,0,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-00550,Cross-Border Shoppers,National Market,Mobile,3,Three-touch,2,2,Paid Social,Paid Social,Direct,1,0,4.0,,0.0,Paid Social > Paid Social > Direct
MKG-00551,Cross-Border Shoppers,International Market,Tablet,4,Four-plus,1,2,Paid Search,,Organic Search,0,0,,,0.0,Paid Search > Organic Search > Paid Search > Organic Search
MKG-00552,Research-Heavy Browsers,Regional Market,Tablet,1,Single-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00553,Promo Responders,Regional Market,Desktop,2,Two-touch,2,2,Referral,Referral,Email,1,1,0.0,7.0,153.68,Referral > Email
MKG-00554,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,2,3,Direct,Paid Search,Paid Search,1,1,11.0,11.0,95.78,Direct > Organic Search > Paid Search
MKG-00555,Promo Responders,National Market,Desktop,4,Four-plus,3,3,Paid Social,Paid Social,Organic Search,1,1,0.0,11.0,172.15,Paid Social > Email > Email > Organic Search
MKG-00556,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,1,2,Organic Search,Paid Search,Organic Search,1,0,9.0,,0.0,Organic Search > Paid Search > Organic Search
MKG-00557,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Email,Paid Social,Paid Social,1,0,9.0,,0.0,Email > Paid Social
MKG-00558,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Direct,Email,Email,1,1,7.0,7.0,130.88,Direct > Email
MKG-00559,Brand Returners,National Market,Mobile,5,Four-plus,5,3,Referral,Organic Search,Referral,1,1,16.0,19.0,141.11,Referral > Direct > Organic Search > Organic Search > Referral
MKG-00560,Brand Returners,Regional Market,Desktop,1,Single-touch,0,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-00561,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,1,3,Paid Search,Paid Search,Referral,1,0,0.0,,0.0,Paid Search > Paid Social > Referral
MKG-00562,Research-Heavy Browsers,Core Market,Tablet,2,Two-touch,2,2,Paid Search,,Organic Search,0,0,,,0.0,Paid Search > Organic Search
MKG-00563,Promo Responders,National Market,Mobile,3,Three-touch,3,2,Organic Search,,Direct,0,0,,,0.0,Organic Search > Direct > Direct
MKG-00564,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,0,2,Paid Social,,Organic Search,0,0,,,0.0,Paid Social > Organic Search
MKG-00565,Research-Heavy Browsers,Core Market,Mobile,2,Two-touch,1,2,Paid Search,Referral,Referral,1,0,8.0,,0.0,Paid Search > Referral
MKG-00566,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,1,3,Email,,Referral,0,0,,,0.0,Email > Paid Search > Referral
MKG-00567,Promo Responders,Core Market,Tablet,1,Single-touch,1,1,Direct,Direct,Direct,1,1,0.0,0.0,124.44,Direct
MKG-00568,Research-Heavy Browsers,National Market,Mobile,1,Single-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00569,Research-Heavy Browsers,Regional Market,Mobile,4,Four-plus,2,2,Referral,,Referral,0,0,,,0.0,Referral > Direct > Direct > Referral
MKG-00570,Research-Heavy Browsers,Regional Market,Tablet,3,Three-touch,0,3,Referral,,Paid Search,0,0,,,0.0,Referral > Email > Paid Search
MKG-00571,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00572,Brand Returners,Core Market,Desktop,3,Three-touch,3,3,Organic Search,Referral,Email,1,1,5.0,9.0,152.31,Organic Search > Referral > Email
MKG-00573,Research-Heavy Browsers,National Market,Desktop,4,Four-plus,2,2,Email,Email,Paid Search,1,0,0.0,,0.0,Email > Paid Search > Email > Paid Search
MKG-00574,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,2,2,Email,,Direct,0,0,,,0.0,Email > Direct
MKG-00575,Research-Heavy Browsers,Core Market,Desktop,3,Three-touch,0,3,Paid Social,,Referral,0,0,,,0.0,Paid Social > Direct > Referral
MKG-00576,Promo Responders,Regional Market,Desktop,3,Three-touch,2,2,Direct,Email,Email,1,0,1.0,,0.0,Direct > Email > Email
MKG-00577,Brand Returners,National Market,Desktop,1,Single-touch,1,1,Email,,Email,0,0,,,0.0,Email
MKG-00578,Cross-Border Shoppers,National Market,Tablet,2,Two-touch,1,2,Paid Search,,Paid Social,0,0,,,0.0,Paid Search > Paid Social
MKG-00579,Brand Returners,National Market,Tablet,2,Two-touch,0,2,Direct,,Paid Social,0,0,,,0.0,Direct > Paid Social
MKG-00580,Brand Returners,National Market,Mobile,3,Three-touch,2,2,Paid Search,Direct,Direct,1,0,3.0,,0.0,Paid Search > Direct > Direct
MKG-00581,Brand Returners,Regional Market,Desktop,5,Four-plus,4,5,Organic Search,Organic Search,Referral,1,1,0.0,14.0,125.53,Organic Search > Paid Search > Direct > Email > Referral
MKG-00582,Research-Heavy Browsers,Regional Market,Desktop,4,Four-plus,3,3,Organic Search,Organic Search,Referral,1,0,0.0,,0.0,Organic Search > Organic Search > Email > Referral
MKG-00583,Brand Returners,National Market,Tablet,3,Three-touch,1,3,Paid Social,Direct,Direct,1,1,9.0,9.0,121.8,Paid Social > Email > Direct
MKG-00584,Brand Returners,Regional Market,Desktop,5,Four-plus,5,3,Referral,Direct,Direct,1,1,22.0,22.0,154.57,Referral > Direct > Direct > Email > Direct
MKG-00585,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,0,2,Email,Paid Social,Email,1,1,4.0,6.0,99.93,Email > Paid Social > Email
MKG-00586,Research-Heavy Browsers,Regional Market,Desktop,1,Single-touch,0,1,Organic Search,Organic Search,Organic Search,1,1,0.0,0.0,123.94,Organic Search
MKG-00587,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,2,2,Direct,Direct,Email,1,1,0.0,5.0,123.01,Direct > Direct > Email
MKG-00588,Brand Returners,National Market,Mobile,2,Two-touch,1,2,Organic Search,,Email,0,0,,,0.0,Organic Search > Email
MKG-00589,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,3,3,Email,Direct,Direct,1,1,13.0,13.0,122.76,Email > Organic Search > Direct
MKG-00590,Research-Heavy Browsers,National Market,Desktop,1,Single-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00591,Brand Returners,Core Market,Desktop,3,Three-touch,2,3,Direct,Paid Search,Referral,1,1,6.0,8.0,122.66,Direct > Paid Search > Referral
MKG-00592,Brand Returners,Regional Market,Mobile,3,Three-touch,1,3,Paid Search,Paid Search,Direct,1,1,0.0,11.0,101.67,Paid Search > Organic Search > Direct
MKG-00593,Research-Heavy Browsers,National Market,Desktop,3,Three-touch,2,2,Direct,Email,Email,1,0,4.0,,0.0,Direct > Email > Email
MKG-00594,Promo Responders,Regional Market,Desktop,2,Two-touch,1,2,Email,,Paid Search,0,0,,,0.0,Email > Paid Search
MKG-00595,Brand Returners,National Market,Desktop,3,Three-touch,1,3,Organic Search,Email,Referral,1,1,4.0,10.0,137.62,Organic Search > Email > Referral
MKG-00596,Promo Responders,National Market,Desktop,2,Two-touch,1,2,Paid Search,Paid Search,Direct,1,1,0.0,2.0,114.88,Paid Search > Direct
MKG-00597,Research-Heavy Browsers,Core Market,Tablet,3,Three-touch,3,3,Paid Social,Email,Referral,1,1,6.0,12.0,146.22,Paid Social > Email > Referral
MKG-00598,Brand Returners,National Market,Desktop,4,Four-plus,3,3,Organic Search,Email,Email,1,1,15.0,15.0,158.21,Organic Search > Referral > Email > Email
MKG-00599,Promo Responders,National Market,Mobile,1,Single-touch,1,1,Email,Email,Email,1,0,0.0,,0.0,Email
MKG-00600,Promo Responders,National Market,Desktop,1,Single-touch,1,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-00601,Brand Returners,Regional Market,Desktop,3,Three-touch,2,3,Organic Search,Organic Search,Email,1,1,0.0,7.0,130.77,Organic Search > Direct > Email
MKG-00602,Research-Heavy Browsers,Regional Market,Mobile,4,Four-plus,2,3,Paid Social,,Direct,0,0,,,0.0,Paid Social > Referral > Direct > Direct
MKG-00603,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,3,3,Direct,Email,Email,1,0,11.0,,0.0,Direct > Paid Search > Email
MKG-00604,Brand Returners,National Market,Desktop,5,Four-plus,3,4,Organic Search,Organic Search,Referral,1,0,0.0,,0.0,Organic Search > Email > Email > Paid Social > Referral
MKG-00605,Promo Responders,Regional Market,Mobile,4,Four-plus,4,3,Paid Search,Paid Search,Paid Social,1,0,0.0,,0.0,Paid Search > Organic Search > Paid Search > Paid Social
MKG-00606,Promo Responders,National Market,Desktop,2,Two-touch,2,2,Paid Social,Paid Social,Direct,1,1,0.0,6.0,147.62,Paid Social > Direct
MKG-00607,Promo Responders,National Market,Tablet,4,Four-plus,4,3,Paid Social,Referral,Organic Search,1,1,15.0,17.0,146.87,Paid Social > Referral > Referral > Organic Search
MKG-00608,Research-Heavy Browsers,Regional Market,Tablet,2,Two-touch,1,2,Email,Organic Search,Organic Search,1,0,7.0,,0.0,Email > Organic Search
MKG-00609,Brand Returners,National Market,Mobile,2,Two-touch,0,2,Email,,Direct,0,0,,,0.0,Email > Direct
MKG-00610,Promo Responders,National Market,Mobile,4,Four-plus,3,4,Paid Search,,Email,0,0,,,0.0,Paid Search > Organic Search > Direct > Email
MKG-00611,Brand Returners,Regional Market,Tablet,5,Four-plus,4,3,Referral,Paid Search,Referral,1,1,1.0,14.0,144.54,Referral > Paid Search > Direct > Direct > Referral
MKG-00612,Cross-Border Shoppers,National Market,Mobile,4,Four-plus,3,2,Email,,Email,0,0,,,0.0,Email > Email > Organic Search > Email
MKG-00613,Cross-Border Shoppers,National Market,Desktop,3,Three-touch,3,3,Paid Social,,Direct,0,0,,,0.0,Paid Social > Organic Search > Direct
MKG-00614,Promo Responders,Regional Market,Desktop,3,Three-touch,1,2,Direct,Paid Social,Direct,1,0,8.0,,0.0,Direct > Paid Social > Direct
MKG-00615,Promo Responders,Regional Market,Desktop,3,Three-touch,2,2,Direct,Direct,Direct,1,1,0.0,5.0,144.18,Direct > Organic Search > Direct
MKG-00616,Research-Heavy Browsers,Regional Market,Desktop,4,Four-plus,4,4,Direct,Direct,Referral,1,1,0.0,12.0,136.51,Direct > Paid Search > Organic Search > Referral
MKG-00617,Promo Responders,National Market,Desktop,2,Two-touch,1,2,Referral,,Direct,0,0,,,0.0,Referral > Direct
MKG-00618,Promo Responders,Regional Market,Desktop,3,Three-touch,2,3,Paid Social,,Organic Search,0,0,,,0.0,Paid Social > Paid Search > Organic Search
MKG-00619,Brand Returners,National Market,Mobile,3,Three-touch,3,2,Paid Search,Organic Search,Paid Search,1,1,5.0,12.0,143.61,Paid Search > Organic Search > Paid Search
MKG-00620,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,1,2,Organic Search,Organic Search,Paid Search,1,0,7.0,,0.0,Organic Search > Organic Search > Paid Search
MKG-00621,Brand Returners,National Market,Mobile,3,Three-touch,2,3,Referral,,Direct,0,0,,,0.0,Referral > Organic Search > Direct
MKG-00622,Promo Responders,National Market,Desktop,4,Four-plus,2,4,Organic Search,,Referral,0,0,,,0.0,Organic Search > Direct > Paid Social > Referral
MKG-00623,Cross-Border Shoppers,International Market,Mobile,5,Four-plus,4,4,Paid Search,Paid Search,Email,1,1,7.0,18.0,152.68,Paid Search > Referral > Paid Search > Organic Search > Email
MKG-00624,Promo Responders,National Market,Mobile,2,Two-touch,2,2,Organic Search,,Paid Social,0,0,,,0.0,Organic Search > Paid Social
MKG-00625,Promo Responders,National Market,Mobile,4,Four-plus,3,2,Organic Search,Email,Organic Search,1,1,3.0,10.0,165.62,Organic Search > Email > Email > Organic Search
MKG-00626,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct > Direct
MKG-00627,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,0,2,Direct,,Email,0,0,,,0.0,Direct > Email
MKG-00628,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00629,Brand Returners,Core Market,Desktop,1,Single-touch,1,1,Direct,Direct,Direct,1,0,0.0,,0.0,Direct
MKG-00630,Brand Returners,Core Market,Desktop,1,Single-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00631,Research-Heavy Browsers,National Market,Desktop,4,Four-plus,4,3,Paid Search,Email,Paid Search,1,1,2.0,9.0,152.31,Paid Search > Email > Direct > Paid Search
MKG-00632,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,2,2,Organic Search,Referral,Referral,1,0,3.0,,0.0,Organic Search > Referral
MKG-00633,Promo Responders,National Market,Desktop,1,Single-touch,1,1,Paid Search,Paid Search,Paid Search,1,0,0.0,,0.0,Paid Search
MKG-00634,Brand Returners,National Market,Mobile,3,Three-touch,1,2,Email,Email,Organic Search,1,1,0.0,12.0,124.87,Email > Email > Organic Search
MKG-00635,Promo Responders,National Market,Mobile,1,Single-touch,0,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-00636,Promo Responders,National Market,Desktop,3,Three-touch,2,2,Direct,Email,Direct,1,0,5.0,,0.0,Direct > Email > Direct
MKG-00637,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,0,2,Direct,Direct,Paid Search,1,0,0.0,,0.0,Direct > Paid Search
MKG-00638,Promo Responders,National Market,Mobile,3,Three-touch,3,3,Email,Organic Search,Direct,1,1,8.0,9.0,128.71,Email > Organic Search > Direct
MKG-00639,Promo Responders,Regional Market,Desktop,3,Three-touch,1,2,Paid Search,Paid Search,Organic Search,1,0,0.0,,0.0,Paid Search > Paid Search > Organic Search
MKG-00640,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,2,1,Email,Email,Email,1,0,0.0,,0.0,Email > Email
MKG-00641,Brand Returners,National Market,Desktop,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00642,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,1,2,Paid Search,Direct,Direct,1,1,3.0,3.0,104.74,Paid Search > Direct
MKG-00643,Promo Responders,National Market,Desktop,3,Three-touch,2,2,Organic Search,Organic Search,Email,1,1,0.0,9.0,117.03,Organic Search > Email > Email
MKG-00644,Research-Heavy Browsers,Regional Market,Desktop,5,Four-plus,4,4,Paid Social,Direct,Direct,1,1,20.0,20.0,179.9,Paid Social > Email > Organic Search > Email > Direct
MKG-00645,Cross-Border Shoppers,National Market,Mobile,2,Two-touch,2,1,Referral,,Referral,0,0,,,0.0,Referral > Referral
MKG-00646,Research-Heavy Browsers,National Market,Tablet,2,Two-touch,2,1,Email,Email,Email,1,0,0.0,,0.0,Email > Email
MKG-00647,Promo Responders,National Market,Mobile,3,Three-touch,1,3,Organic Search,Referral,Referral,1,1,13.0,13.0,119.0,Organic Search > Direct > Referral
MKG-00648,Research-Heavy Browsers,Core Market,Tablet,4,Four-plus,4,3,Email,Referral,Referral,1,1,23.0,23.0,152.44,Email > Paid Search > Email > Referral
MKG-00649,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,0,2,Paid Social,,Organic Search,0,0,,,0.0,Paid Social > Organic Search
MKG-00650,Brand Returners,National Market,Mobile,4,Four-plus,4,2,Direct,Direct,Organic Search,1,1,0.0,17.0,165.58,Direct > Organic Search > Direct > Organic Search
MKG-00651,Brand Returners,Regional Market,Tablet,4,Four-plus,3,3,Paid Social,Email,Direct,1,1,13.0,15.0,136.25,Paid Social > Email > Email > Direct
MKG-00652,Cross-Border Shoppers,International Market,Mobile,4,Four-plus,1,3,Paid Search,Email,Referral,1,1,2.0,7.0,121.02,Paid Search > Referral > Email > Referral
MKG-00653,Brand Returners,National Market,Desktop,1,Single-touch,0,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-00654,Brand Returners,National Market,Tablet,4,Four-plus,2,1,Direct,,Direct,0,0,,,0.0,Direct > Direct > Direct > Direct
MKG-00655,Cross-Border Shoppers,International Market,Desktop,2,Two-touch,2,1,Organic Search,Organic Search,Organic Search,1,1,2.0,2.0,133.45,Organic Search > Organic Search
MKG-00656,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Paid Social,Paid Search,Paid Search,1,1,5.0,5.0,119.33,Paid Social > Paid Search
MKG-00657,Research-Heavy Browsers,Regional Market,Mobile,5,Four-plus,4,3,Direct,,Direct,0,0,,,0.0,Direct > Paid Search > Direct > Referral > Direct
MKG-00658,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,0,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-00659,Cross-Border Shoppers,International Market,Desktop,4,Four-plus,2,4,Email,Referral,Referral,1,1,23.0,23.0,162.69,Email > Direct > Organic Search > Referral
MKG-00660,Research-Heavy Browsers,Core Market,Mobile,4,Four-plus,3,4,Paid Search,,Email,0,0,,,0.0,Paid Search > Direct > Referral > Email
MKG-00661,Promo Responders,Core Market,Mobile,3,Three-touch,1,3,Direct,Paid Search,Organic Search,1,1,2.0,6.0,122.67,Direct > Paid Search > Organic Search
MKG-00662,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,1,2,Organic Search,Paid Search,Paid Search,1,0,10.0,,0.0,Organic Search > Paid Search > Paid Search
MKG-00663,Brand Returners,National Market,Mobile,2,Two-touch,0,2,Direct,,Email,0,0,,,0.0,Direct > Email
MKG-00664,Cross-Border Shoppers,International Market,Desktop,4,Four-plus,2,4,Paid Search,Organic Search,Referral,1,1,10.0,11.0,154.95,Paid Search > Direct > Organic Search > Referral
MKG-00665,Brand Returners,Regional Market,Desktop,3,Three-touch,3,3,Referral,Email,Direct,1,1,1.0,8.0,181.43,Referral > Email > Direct
MKG-00666,Brand Returners,National Market,Desktop,2,Two-touch,1,2,Referral,Referral,Direct,1,1,0.0,5.0,109.66,Referral > Direct
MKG-00667,Cross-Border Shoppers,National Market,Tablet,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
