student_id,gender,adult_learner_flag,family_support_flag,dependents_flag,student_lifecycle_months,mobile_contactable_flag,multi_channel_contact_flag,digital_access_type,academic_support_flag,study_resources_flag,device_readiness_flag,advising_support_flag,co_curricular_content_flag,career_content_flag,enrollment_commitment_type,digital_self_service_flag,payment_plan_type,monthly_student_bill,cumulative_student_bill,actual_dropout_flag,engagement_services_count,engagement_index,attrition_risk_score
CRM-00505,Male,0,0,1,69,1,1,Standard bandwidth,1,1,1,1,1,0,Multi-year commitment,1,Credit card (automatic),79.45,5502.55,0,8,91.1,8.0
CRM-00506,Female,1,0,0,20,1,1,High bandwidth,0,1,1,0,0,1,Open enrollment,1,Electronic check,94.1,1782.4,1,6,73.3,85.0
CRM-00507,Male,0,0,1,11,1,1,High bandwidth,0,0,1,0,0,0,Open enrollment,1,Mailed check,78.0,851.8,0,4,55.6,90.0
CRM-00508,Male,0,1,0,2,1,0,High bandwidth,0,0,0,1,1,1,Open enrollment,1,Electronic check,94.2,167.5,1,5,54.4,88.0
CRM-00509,Female,0,1,1,6,1,1,High bandwidth,0,0,0,1,0,0,Open enrollment,1,Electronic check,80.5,502.85,1,4,55.6,88.0
CRM-00510,Female,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,19.85,19.85,0,1,8.9,92.0
CRM-00511,Male,1,1,1,20,1,0,High bandwidth,1,0,1,1,0,1,Annual commitment,0,Credit card (automatic),94.3,1818.3,0,5,44.4,8.0
CRM-00512,Male,0,0,0,61,1,1,High bandwidth,1,0,1,0,1,1,Open enrollment,1,Electronic check,106.45,6300.15,0,7,82.2,65.0
CRM-00513,Female,1,1,0,5,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,74.35,334.8,1,3,46.7,100.0
CRM-00514,Female,0,0,0,56,1,1,High bandwidth,0,1,0,1,1,1,Open enrollment,1,Bank transfer (automatic),105.45,5916.95,0,7,82.2,83.0
CRM-00515,Male,0,0,0,30,1,1,High bandwidth,1,1,1,1,0,0,Open enrollment,1,Credit card (automatic),95.0,2852.4,0,7,82.2,53.0
CRM-00516,Male,0,0,0,40,1,1,High bandwidth,0,0,1,1,1,1,Open enrollment,0,Bank transfer (automatic),104.8,4131.95,1,6,63.3,73.0
CRM-00517,Female,0,0,0,28,1,0,Standard bandwidth,1,0,0,1,0,0,Annual commitment,0,Mailed check,54.3,1546.3,0,3,26.7,10.0
CRM-00518,Female,1,1,0,5,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Electronic check,70.05,302.6,0,1,8.9,92.0
CRM-00519,Female,1,1,0,27,1,0,High bandwidth,1,0,0,0,0,0,Open enrollment,1,Bank transfer (automatic),75.2,1929.35,1,3,36.7,75.0
CRM-00520,Male,0,0,0,12,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Credit card (automatic),20.05,265.45,0,1,8.9,87.0
CRM-00521,Male,0,1,1,67,1,1,High bandwidth,0,1,1,0,1,1,Annual commitment,1,Electronic check,105.4,6989.45,0,7,82.2,40.0
CRM-00522,Male,1,1,0,29,1,1,Standard bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,51.6,1442.0,0,3,46.7,87.0
CRM-00523,Male,0,1,1,55,1,1,High bandwidth,0,0,0,0,0,1,Open enrollment,0,Bank transfer (automatic),85.5,4713.4,0,3,36.7,95.0
CRM-00524,Female,0,0,0,23,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Bank transfer (automatic),75.6,1758.6,1,2,27.8,95.0
CRM-00525,Male,0,1,0,34,1,1,High bandwidth,0,0,1,0,1,1,Open enrollment,1,Electronic check,100.05,3480.0,1,6,73.3,85.0
CRM-00526,Male,0,0,0,52,1,0,High bandwidth,1,0,1,0,1,0,Annual commitment,0,Electronic check,91.25,4738.3,0,4,35.6,20.0
CRM-00527,Male,1,1,1,72,1,1,High bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Credit card (automatic),115.75,8399.15,0,9,100.0,8.0
CRM-00528,Male,0,1,1,58,1,1,High bandwidth,0,1,0,1,1,0,Annual commitment,1,Credit card (automatic),94.7,5430.35,0,6,73.3,38.0
CRM-00529,Male,0,1,1,35,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,19.6,686.95,0,1,8.9,42.0
CRM-00530,Female,1,0,0,56,1,1,High bandwidth,0,1,1,1,1,0,Multi-year commitment,1,Bank transfer (automatic),99.9,5706.3,0,7,82.2,28.0
CRM-00531,Female,0,1,1,24,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Credit card (automatic),21.1,490.65,0,2,27.8,42.0
CRM-00532,Male,0,1,1,70,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),20.05,1360.25,0,1,8.9,42.0
CRM-00533,Male,0,0,0,2,1,0,High bandwidth,0,0,0,0,1,0,Open enrollment,1,Electronic check,79.95,174.45,0,3,36.7,100.0
CRM-00534,Male,1,1,1,68,1,1,High bandwidth,0,0,1,1,1,1,Annual commitment,1,Credit card (automatic),107.15,7379.8,0,7,82.2,28.0
CRM-00535,Female,0,0,0,1,1,1,High bandwidth,0,0,0,0,0,1,Open enrollment,1,Electronic check,85.0,85.0,1,4,55.6,100.0
CRM-00536,Male,0,0,0,12,1,1,High bandwidth,0,0,1,0,1,0,Open enrollment,1,Electronic check,89.55,1021.75,0,5,64.4,85.0
CRM-00537,Female,0,1,0,63,1,1,High bandwidth,0,1,0,0,0,0,Open enrollment,1,Bank transfer (automatic),81.55,5029.05,0,4,55.6,95.0
CRM-00538,Female,0,1,1,33,1,0,Standard bandwidth,1,1,1,0,0,0,Annual commitment,1,Mailed check,58.45,1955.4,0,5,54.4,12.0
CRM-00539,Female,0,1,0,69,1,0,High bandwidth,0,1,0,0,1,1,Annual commitment,1,Credit card (automatic),95.65,6744.2,0,5,54.4,50.0
CRM-00540,Female,0,1,1,60,1,0,Standard bandwidth,0,1,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),80.6,4946.7,0,7,72.2,28.0
CRM-00541,Female,0,1,1,72,1,1,High bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),113.1,8248.5,0,9,100.0,8.0
CRM-00542,Female,0,0,0,11,1,1,Standard bandwidth,0,0,0,0,0,1,Open enrollment,1,Mailed check,58.95,601.6,0,4,55.6,92.0
CRM-00543,Female,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,19.55,19.55,0,1,8.9,92.0
CRM-00544,Male,0,0,0,10,1,1,High bandwidth,0,0,0,0,1,0,Open enrollment,1,Bank transfer (automatic),86.05,834.1,1,4,55.6,100.0
CRM-00545,Male,0,0,0,13,0,0,Standard bandwidth,1,0,0,1,1,0,Open enrollment,1,Credit card (automatic),45.55,597.0,1,4,45.6,55.0
CRM-00546,Male,0,1,1,34,1,0,High bandwidth,0,0,0,0,0,1,Annual commitment,1,Bank transfer (automatic),78.95,2647.2,0,3,36.7,50.0
CRM-00547,Male,0,1,1,39,1,0,High bandwidth,0,1,0,0,1,0,Open enrollment,1,Mailed check,86.3,3266.0,1,4,45.6,95.0
CRM-00548,Female,0,0,0,65,1,1,High bandwidth,0,1,0,1,1,1,Annual commitment,1,Bank transfer (automatic),105.05,6744.25,0,7,82.2,38.0
CRM-00549,Male,1,1,0,50,1,1,High bandwidth,1,1,1,0,1,0,Annual commitment,1,Bank transfer (automatic),101.9,5265.5,0,7,82.2,20.0
CRM-00550,Male,0,0,0,15,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,19.75,311.6,0,1,8.9,87.0
CRM-00551,Male,0,1,1,72,1,1,High bandwidth,1,1,1,0,1,1,Multi-year commitment,1,Bank transfer (automatic),110.3,7966.9,0,8,91.1,20.0
CRM-00552,Female,0,1,1,72,1,1,High bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),115.6,8220.4,0,9,100.0,8.0
CRM-00553,Male,0,1,1,55,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Bank transfer (automatic),19.35,1153.25,0,1,8.9,42.0
CRM-00554,Female,0,1,1,23,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Credit card (automatic),25.6,514.75,0,3,46.7,42.0
CRM-00555,Male,0,0,0,32,1,1,High bandwidth,0,1,0,0,0,0,Open enrollment,1,Bank transfer (automatic),80.35,2596.15,1,4,55.6,95.0
CRM-00556,Female,0,1,1,56,1,1,Standard bandwidth,1,0,1,0,0,1,Annual commitment,1,Bank transfer (automatic),68.75,3808.0,0,6,73.3,12.0
CRM-00557,Female,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Bank transfer (automatic),19.9,19.9,0,1,8.9,92.0
CRM-00558,Male,0,0,0,38,1,0,Standard bandwidth,1,1,0,1,1,0,Annual commitment,0,Mailed check,70.6,2708.2,0,5,44.4,18.0
CRM-00559,Male,0,0,0,11,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Electronic check,70.2,760.05,0,1,8.9,92.0
CRM-00560,Male,0,0,0,1,1,0,Standard bandwidth,0,0,0,1,0,0,Open enrollment,1,Electronic check,49.3,49.3,0,3,36.7,80.0
CRM-00561,Male,0,1,0,56,1,1,High bandwidth,0,1,0,1,1,1,Annual commitment,1,Electronic check,107.25,6033.3,0,7,82.2,38.0
CRM-00562,Male,0,1,0,3,1,1,Limited access,0,0,0,0,0,0,Open enrollment,1,Mailed check,23.6,89.05,0,3,46.7,92.0
CRM-00563,Male,0,1,1,7,1,0,Standard bandwidth,1,0,0,0,1,1,Open enrollment,0,Credit card (automatic),69.7,516.15,0,4,35.6,72.0
CRM-00564,Male,0,1,1,59,1,1,High bandwidth,0,0,1,0,1,1,Multi-year commitment,1,Credit card (automatic),99.5,5861.75,0,6,73.3,40.0
CRM-00565,Male,0,0,0,7,1,0,Standard bandwidth,0,0,1,1,1,0,Open enrollment,0,Bank transfer (automatic),64.3,445.95,0,4,35.6,70.0
CRM-00566,Male,0,1,1,71,1,0,Standard bandwidth,1,0,1,1,0,1,Multi-year commitment,1,Credit card (automatic),70.85,4973.4,0,6,63.3,8.0
CRM-00567,Male,0,1,1,15,1,0,High bandwidth,1,0,0,1,1,1,Annual commitment,0,Electronic check,101.9,1667.25,0,5,44.4,18.0
CRM-00568,Male,0,1,0,71,1,1,Standard bandwidth,1,1,0,1,1,0,Multi-year commitment,0,Credit card (automatic),73.5,5357.75,0,6,63.3,18.0
CRM-00569,Female,0,0,0,35,1,1,High bandwidth,0,0,1,0,1,1,Open enrollment,1,Electronic check,100.25,3527.6,1,6,73.3,85.0
CRM-00570,Female,0,0,0,11,0,0,Standard bandwidth,0,1,1,1,0,0,Annual commitment,1,Credit card (automatic),40.4,422.6,0,4,45.6,25.0
CRM-00571,Female,0,1,1,60,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Credit card (automatic),19.25,1103.25,0,2,27.8,42.0
CRM-00572,Male,1,0,0,47,1,1,Standard bandwidth,0,1,0,1,0,0,Multi-year commitment,0,Bank transfer (automatic),59.6,2754.0,0,4,45.6,30.0
CRM-00573,Female,0,0,0,11,1,0,Standard bandwidth,0,0,1,1,0,1,Annual commitment,0,Credit card (automatic),64.9,697.25,0,4,35.6,25.0
CRM-00574,Male,0,1,0,56,1,1,High bandwidth,0,1,0,0,1,1,Annual commitment,0,Credit card (automatic),100.3,5614.45,1,5,54.4,50.0
CRM-00575,Female,1,1,0,28,1,1,High bandwidth,0,1,1,1,1,1,Open enrollment,1,Electronic check,110.85,3204.4,0,8,91.1,73.0
CRM-00576,Male,0,1,0,61,1,0,Standard bandwidth,1,1,0,1,1,1,Multi-year commitment,1,Mailed check,81.05,4747.65,0,7,72.2,18.0
CRM-00577,Male,0,1,1,31,1,1,High bandwidth,1,0,1,0,1,0,Annual commitment,0,Bank transfer (automatic),98.05,3082.1,0,5,54.4,20.0
CRM-00578,Male,0,0,0,9,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,70.5,597.9,0,2,27.8,100.0
CRM-00579,Male,1,1,0,35,1,1,High bandwidth,1,1,0,0,0,1,Open enrollment,1,Electronic check,94.55,3365.4,0,6,73.3,75.0
CRM-00580,Male,0,0,0,2,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Mailed check,19.65,38.8,0,2,27.8,92.0
CRM-00581,Female,0,1,1,12,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,19.0,233.55,1,1,8.9,87.0
CRM-00582,Female,0,0,0,1,1,0,High bandwidth,1,0,0,0,0,0,Open enrollment,0,Mailed check,75.3,75.3,1,2,17.8,80.0
CRM-00583,Female,1,0,0,4,1,1,High bandwidth,0,0,1,0,1,0,Open enrollment,1,Electronic check,89.2,346.2,1,5,64.4,90.0
CRM-00584,Female,0,1,1,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Mailed check,19.0,19.0,0,2,27.8,92.0
CRM-00585,Female,0,0,0,3,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Mailed check,20.0,61.7,0,2,27.8,92.0
CRM-00586,Female,1,0,0,1,1,1,High bandwidth,0,0,0,0,1,0,Open enrollment,1,Electronic check,85.7,85.7,1,4,55.6,100.0
CRM-00587,Male,0,0,0,52,1,0,Standard bandwidth,1,1,0,0,1,0,Multi-year commitment,1,Credit card (automatic),63.25,3342.45,0,5,54.4,22.0
CRM-00588,Male,0,1,1,5,1,0,Limited access,0,0,0,0,0,0,Annual commitment,0,Mailed check,20.1,85.1,0,1,8.9,47.0
CRM-00589,Male,0,1,0,72,1,1,High bandwidth,1,1,1,0,0,1,Multi-year commitment,1,Electronic check,99.15,7422.1,0,7,82.2,20.0
CRM-00590,Male,0,1,1,71,1,1,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,0,Electronic check,90.4,6668.05,0,8,81.1,8.0
CRM-00591,Male,0,1,0,72,1,1,High bandwidth,1,0,1,1,1,1,Multi-year commitment,1,Credit card (automatic),111.9,8071.05,0,8,91.1,8.0
CRM-00592,Male,0,1,1,46,1,1,Limited access,0,0,0,0,0,0,Annual commitment,0,Electronic check,24.9,1174.8,0,2,27.8,42.0
CRM-00593,Male,0,1,1,63,1,1,Standard bandwidth,1,1,1,0,1,1,Multi-year commitment,0,Credit card (automatic),83.5,5435.0,0,7,72.2,20.0
CRM-00594,Male,0,0,0,30,1,0,High bandwidth,1,1,1,0,0,0,Open enrollment,1,Credit card (automatic),84.3,2438.6,0,5,54.4,65.0
CRM-00595,Male,0,0,0,1,1,0,Standard bandwidth,0,0,0,0,0,0,Open enrollment,0,Mailed check,45.6,45.6,0,1,8.9,92.0
CRM-00596,Female,0,0,0,12,1,1,Standard bandwidth,1,0,1,1,0,0,Open enrollment,1,Mailed check,61.65,713.75,1,6,73.3,45.0
CRM-00597,Male,0,0,0,16,0,0,Standard bandwidth,1,1,1,1,1,0,Multi-year commitment,0,Mailed check,54.85,916.15,0,5,44.4,0.0
CRM-00598,Male,0,0,0,4,1,1,Standard bandwidth,0,0,0,1,0,1,Open enrollment,0,Mailed check,65.55,237.2,0,4,45.6,80.0
CRM-00599,Male,0,1,0,51,1,1,High bandwidth,0,1,0,0,0,1,Annual commitment,1,Credit card (automatic),90.35,4614.55,0,5,64.4,50.0
CRM-00600,Male,0,1,0,65,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Credit card (automatic),20.4,1414.45,0,2,27.8,42.0
CRM-00601,Male,0,0,0,16,1,0,High bandwidth,0,0,0,1,0,0,Open enrollment,1,Credit card (automatic),74.55,1170.5,0,3,36.7,83.0
CRM-00602,Male,0,0,0,2,1,0,Limited access,0,0,0,0,0,0,Annual commitment,0,Mailed check,19.95,47.7,0,1,8.9,47.0
CRM-00603,Female,0,1,1,66,1,1,High bandwidth,0,0,0,0,0,0,Annual commitment,1,Bank transfer (automatic),74.25,4859.25,0,3,46.7,50.0
CRM-00604,Male,0,0,0,46,1,1,High bandwidth,0,1,1,1,1,1,Multi-year commitment,0,Electronic check,108.65,4903.2,0,7,72.2,28.0
CRM-00605,Female,0,0,0,32,1,1,High bandwidth,1,0,1,1,1,1,Annual commitment,1,Bank transfer (automatic),109.55,3608.0,0,8,91.1,8.0
CRM-00606,Male,0,1,0,72,1,1,Standard bandwidth,1,0,1,1,1,1,Multi-year commitment,0,Credit card (automatic),86.65,6094.25,0,7,72.2,8.0
CRM-00607,Male,0,1,1,38,1,0,Standard bandwidth,1,0,1,1,1,1,Multi-year commitment,0,Credit card (automatic),81.0,3084.9,0,6,53.3,8.0
CRM-00608,Male,0,0,1,51,1,0,Standard bandwidth,0,0,0,1,0,0,Annual commitment,0,Credit card (automatic),47.85,2356.75,0,2,17.8,30.0
CRM-00609,Male,0,1,1,72,1,1,High bandwidth,1,1,1,1,1,1,Multi-year commitment,0,Bank transfer (automatic),114.55,8306.05,0,8,81.1,8.0
CRM-00610,Female,1,1,0,65,1,1,High bandwidth,1,0,1,0,1,1,Open enrollment,0,Bank transfer (automatic),105.25,6786.4,1,6,63.3,65.0
CRM-00611,Male,0,1,1,9,0,0,Standard bandwidth,0,1,0,0,0,0,Open enrollment,1,Electronic check,29.95,248.95,1,2,27.8,92.0
CRM-00612,Female,0,1,1,9,1,0,Standard bandwidth,1,1,1,1,0,0,Open enrollment,0,Mailed check,65.0,663.05,1,5,44.4,50.0
CRM-00613,Male,0,0,1,66,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,20.55,1357.1,0,1,8.9,42.0
CRM-00614,Female,1,0,0,44,1,1,High bandwidth,1,1,1,0,1,1,Annual commitment,1,Credit card (automatic),109.8,4860.35,0,8,91.1,20.0
CRM-00615,Male,0,0,0,50,1,1,Standard bandwidth,0,0,1,1,0,1,Multi-year commitment,0,Bank transfer (automatic),69.5,3418.2,0,5,54.4,20.0
CRM-00616,Female,0,0,0,15,1,1,Standard bandwidth,0,0,0,0,0,0,Open enrollment,0,Mailed check,48.85,631.4,0,2,27.8,87.0
CRM-00617,Male,0,0,0,8,0,0,Standard bandwidth,0,0,0,0,0,0,Open enrollment,1,Credit card (automatic),25.25,186.3,0,1,18.9,92.0
CRM-00618,Female,1,0,0,66,1,1,High bandwidth,0,0,1,1,1,1,Annual commitment,1,Credit card (automatic),102.85,6976.75,0,7,82.2,28.0
CRM-00619,Female,0,0,0,57,1,1,High bandwidth,1,1,0,1,0,0,Open enrollment,1,Bank transfer (automatic),87.55,4884.85,0,6,73.3,63.0
CRM-00620,Female,0,0,0,7,1,1,High bandwidth,0,1,0,0,0,0,Open enrollment,1,Bank transfer (automatic),78.55,522.95,0,4,55.6,100.0
CRM-00621,Male,1,1,1,10,0,0,Standard bandwidth,0,0,0,0,0,1,Open enrollment,1,Bank transfer (automatic),34.55,362.6,0,2,27.8,92.0
CRM-00622,Female,0,0,0,62,1,1,High bandwidth,1,1,1,0,0,0,Annual commitment,1,Electronic check,92.05,5755.8,0,6,73.3,20.0
CRM-00623,Male,0,1,1,40,1,0,High bandwidth,0,0,1,0,1,0,Annual commitment,1,Electronic check,85.05,3355.65,0,4,45.6,40.0
CRM-00624,Female,0,0,0,20,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,19.7,406.95,0,1,8.9,42.0
CRM-00625,Female,0,0,0,7,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Bank transfer (automatic),20.0,137.6,1,1,8.9,92.0
CRM-00626,Female,0,1,0,25,1,0,High bandwidth,0,0,0,1,1,1,Open enrollment,1,Electronic check,95.15,2395.7,0,5,54.4,83.0
CRM-00627,Male,0,1,0,23,1,1,High bandwidth,0,1,1,0,0,0,Open enrollment,0,Electronic check,84.25,1968.1,0,4,45.6,85.0
CRM-00628,Female,1,1,0,66,1,1,High bandwidth,0,1,1,0,1,1,Annual commitment,0,Credit card (automatic),104.6,6819.45,0,6,63.3,40.0
CRM-00629,Female,1,0,0,72,1,1,High bandwidth,0,1,1,1,1,1,Multi-year commitment,0,Electronic check,111.65,7943.45,0,7,72.2,28.0
CRM-00630,Male,1,1,0,49,1,1,High bandwidth,0,1,0,0,0,1,Open enrollment,0,Credit card (automatic),90.05,4547.25,1,4,45.6,95.0
CRM-00631,Male,1,1,1,43,1,1,High bandwidth,0,1,1,1,1,1,Open enrollment,1,Bank transfer (automatic),110.75,4687.9,1,8,91.1,73.0
CRM-00632,Female,0,1,0,46,1,1,Standard bandwidth,1,0,0,0,0,0,Open enrollment,0,Bank transfer (automatic),55.0,2473.95,0,3,36.7,67.0
CRM-00633,Male,0,1,1,72,1,1,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,0,Credit card (automatic),89.85,6562.9,0,8,81.1,8.0
CRM-00634,Male,0,0,0,10,1,0,Limited access,0,0,0,0,0,0,Annual commitment,0,Mailed check,20.35,176.3,0,1,8.9,47.0
CRM-00635,Female,0,0,0,40,0,0,Standard bandwidth,1,0,0,1,1,1,Annual commitment,1,Bank transfer (automatic),54.55,2236.2,0,5,54.4,10.0
CRM-00636,Female,0,1,1,65,1,1,High bandwidth,0,1,1,0,1,1,Open enrollment,1,Electronic check,105.5,6985.65,1,7,82.2,85.0
CRM-00637,Male,0,0,0,31,1,0,High bandwidth,0,0,1,1,1,1,Multi-year commitment,0,Bank transfer (automatic),99.45,3109.9,0,5,44.4,28.0
CRM-00638,Female,0,1,0,68,1,1,Standard bandwidth,1,1,1,1,0,0,Multi-year commitment,0,Credit card (automatic),70.9,4911.35,0,6,63.3,8.0
CRM-00639,Male,1,1,1,56,1,1,High bandwidth,1,0,1,0,1,1,Annual commitment,1,Bank transfer (automatic),104.55,5794.65,1,7,82.2,20.0
CRM-00640,Male,0,1,0,10,1,1,High bandwidth,0,0,0,0,0,1,Open enrollment,1,Electronic check,85.25,855.3,1,4,55.6,100.0
CRM-00641,Male,0,1,1,68,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Bank transfer (automatic),25.4,1620.2,0,2,27.8,42.0
CRM-00642,Female,0,1,1,43,1,0,Standard bandwidth,0,0,0,0,1,0,Open enrollment,0,Electronic check,56.15,2499.3,1,2,17.8,87.0
CRM-00643,Male,0,0,0,1,1,0,High bandwidth,0,0,0,0,1,1,Open enrollment,1,Electronic check,89.55,89.55,1,4,45.6,100.0
CRM-00644,Female,1,0,0,49,1,0,High bandwidth,0,1,1,0,0,1,Annual commitment,1,Bank transfer (automatic),89.85,4287.2,0,5,54.4,40.0
CRM-00645,Female,0,1,1,15,1,1,Limited access,0,0,0,0,0,0,Open enrollment,1,Electronic check,25.25,394.85,0,3,46.7,87.0
CRM-00646,Male,1,1,0,20,1,1,High bandwidth,0,0,0,0,1,1,Open enrollment,1,Electronic check,94.55,1899.65,1,5,64.4,95.0
CRM-00647,Male,0,0,0,1,1,0,Standard bandwidth,0,0,0,0,0,0,Open enrollment,1,Mailed check,45.7,45.7,1,2,27.8,92.0
CRM-00648,Male,0,1,1,50,1,1,Standard bandwidth,0,0,1,1,1,0,Annual commitment,1,Electronic check,69.65,3442.15,0,6,73.3,20.0
CRM-00649,Female,1,0,0,2,1,1,High bandwidth,0,1,0,0,0,1,Open enrollment,0,Electronic check,89.5,161.5,1,4,45.6,100.0
CRM-00650,Male,1,0,0,24,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Credit card (automatic),70.0,1732.6,0,1,8.9,87.0
CRM-00651,Female,0,0,0,3,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Bank transfer (automatic),69.55,222.3,1,2,27.8,92.0
CRM-00652,Female,0,0,0,1,1,0,High bandwidth,0,0,1,0,0,0,Open enrollment,1,Mailed check,74.6,74.6,1,3,36.7,90.0
CRM-00653,Male,0,1,1,35,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,20.1,655.3,0,1,8.9,42.0
CRM-00654,Female,0,0,0,17,1,1,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,24.8,475.25,0,2,27.8,87.0
CRM-00655,Female,1,0,0,8,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Electronic check,19.65,164.3,1,1,8.9,92.0
CRM-00656,Male,0,0,0,10,1,0,High bandwidth,0,0,0,1,1,1,Open enrollment,1,Credit card (automatic),95.1,865.1,0,5,54.4,88.0
CRM-00657,Male,0,1,1,68,1,1,Standard bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Credit card (automatic),88.85,6132.7,0,9,100.0,8.0
CRM-00658,Male,0,1,0,45,1,0,Standard bandwidth,1,1,1,0,1,1,Annual commitment,0,Bank transfer (automatic),78.8,3597.5,0,6,53.3,20.0
CRM-00659,Male,0,1,1,2,1,0,Limited access,0,0,0,0,0,0,Annual commitment,0,Mailed check,19.85,35.9,1,1,8.9,47.0
CRM-00660,Male,0,1,0,37,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Bank transfer (automatic),20.35,697.65,0,1,8.9,87.0
CRM-00661,Female,0,0,0,4,0,0,Standard bandwidth,0,0,0,0,0,0,Open enrollment,1,Mailed check,24.25,96.05,1,1,18.9,92.0
CRM-00662,Female,0,0,0,10,1,0,Standard bandwidth,0,0,0,0,0,0,Open enrollment,0,Mailed check,45.25,428.7,0,1,8.9,92.0
CRM-00663,Male,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,20.05,20.05,0,1,8.9,92.0
CRM-00664,Male,0,1,1,65,1,1,Standard bandwidth,1,1,0,0,0,1,Multi-year commitment,1,Mailed check,69.55,4459.15,0,6,73.3,22.0
CRM-00665,Female,0,1,1,57,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Bank transfer (automatic),19.5,1167.6,0,1,8.9,42.0
CRM-00666,Female,0,0,0,3,1,0,High bandwidth,0,0,1,0,0,0,Open enrollment,1,Mailed check,74.75,238.1,0,3,36.7,90.0
CRM-00667,Female,0,0,0,2,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Electronic check,69.65,145.15,1,1,8.9,92.0
CRM-00668,Male,0,0,0,49,0,0,Standard bandwidth,0,0,1,0,0,0,Open enrollment,1,Bank transfer (automatic),30.2,1453.1,0,2,27.8,77.0
CRM-00669,Female,0,0,0,4,1,0,Standard bandwidth,0,0,0,0,0,0,Open enrollment,0,Mailed check,45.65,191.05,1,1,8.9,92.0
CRM-00670,Female,0,1,0,70,0,0,Standard bandwidth,0,1,1,1,1,1,Multi-year commitment,0,Bank transfer (automatic),57.8,4039.3,0,5,44.4,20.0
CRM-00671,Female,0,1,1,53,1,0,Limited access,0,0,0,0,0,0,Annual commitment,1,Bank transfer (automatic),19.85,1039.45,0,2,27.8,42.0
CRM-00672,Male,0,1,1,53,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),25.55,1336.1,0,2,27.8,42.0
CRM-00673,Female,0,0,0,1,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Mailed check,75.05,75.05,1,3,46.7,100.0
CRM-00674,Male,0,0,0,22,1,1,Limited access,0,0,0,0,0,0,Open enrollment,1,Credit card (automatic),24.85,493.4,0,3,46.7,87.0
CRM-00675,Male,1,0,0,52,0,0,Standard bandwidth,0,1,0,0,1,1,Open enrollment,1,Electronic check,49.15,2550.9,1,4,45.6,87.0
CRM-00676,Male,1,0,0,65,1,1,High bandwidth,1,0,1,1,1,1,Multi-year commitment,1,Electronic check,110.35,7246.15,0,8,91.1,8.0
CRM-00677,Female,0,0,0,48,1,1,Limited access,0,0,0,0,0,0,Annual commitment,0,Bank transfer (automatic),24.55,1203.95,0,2,27.8,42.0
